heuristic_id,raw_app_type,instance_scale,filename,strategy,algorithm,code,objective,task_name,parse_ok,is_timeout,objective_bin,group_id,app_type
pop_17_op_m2_n13_251228_014656,cvrp_lns,results_20251225_141130_lns_cvrp_gpt5nano20250807_ueFalse_uiFalse_uitypeNone,program_pop_17_op_m2_n13_251228_014656.json,m2,"A diversified-score destroyer that reduces emphasis on route length, boosts per-node demand influence, and uses mean-distance attenuation with controlled jitter, then removes a small random fraction of the top-scoring removable nodes.
","def destroy_scoring(current_solution, data, rng):
    distance_matrix = data['distance_matrix']
    demands = data.get('demands', [])
    scores = []
    total_non_dep = 0

    # New parameter settings (alternative)
    ALPHA = 0.35          # influence of route length (L-1)
    BETA = 0.30           # weight for per-node demand relative to route demand
    ATTENUATION_FACTOR = 0.8  # attenuation based on mean distance
    JITTER_SCALE = 0.25     # diversification jitter

    for route in current_solution:
        non_dep = [n for n in route if n != 0]
        L = len(non_dep)
        total_non_dep += L

        if L == 0:
            continue

        # Compute total route demand
        route_demand = 0.0
        for n in non_dep:
            if n < len(demands):
                route_demand += demands[n]

        for idx, node in enumerate(non_dep):
            prev_node = non_dep[idx - 1] if idx > 0 else None
            next_node = non_dep[idx + 1] if idx < L - 1 else None

            # Local saving term
            saving = 0.0
            if prev_node is not None and next_node is not None:
                saving = (distance_matrix[prev_node][node]
                          + distance_matrix[node][next_node]
                          - distance_matrix[prev_node][next_node])
                if saving < 0.0:
                    saving = 0.0
            else:
                # End-node bonus proportional to the edge length
                if prev_node is not None:
                    saving = 0.08 * distance_matrix[prev_node][node]
                elif next_node is not None:
                    saving = 0.08 * distance_matrix[node][next_node]
                else:
                    saving = 0.0

            # Mean distance to other nodes in the same route
            mean_distance = 0.0
            if L > 1:
                s = 0.0
                for other in non_dep:
                    if other == node:
                        continue
                    s += distance_matrix[node][other]
                mean_distance = s / (L - 1)
            else:
                mean_distance = 0.0

            demand = demands[node] if node < len(demands) else 0.0

            score = saving * (1.0 + ALPHA * (L - 1))

            if route_demand > 0.0:
                score += BETA * (demand / route_demand)

            attenuation = 1.0 / (1.0 + mean_distance * ATTENUATION_FACTOR)
            score *= attenuation

            perturb = rng.random() * JITTER_SCALE * (saving + mean_distance + 1.0)
            score += perturb

            if score < 0.0:
                score = 0.0

            scores.append((node, score))

    if total_non_dep == 0:
        k = 0
    else:
        frac = 0.08 + rng.random() * 0.12
        k = max(1, int(round(total_non_dep * frac)))
        if k > total_non_dep:
            k = total_non_dep

    return scores, k
",3405423.7,CVRP,True,False,low,1,cvrp_lns
pop_4_op_m1_n7_251226_051356,cvrp_lns,results_20251225_141130_lns_cvrp_gpt5nano20250807_ueFalse_uiFalse_uitypeNone,program_pop_4_op_m1_n7_251226_051356.json,m1,"Select a per-route center node (the node with minimal sum of distances to other non-depot nodes in that route), score each non-depot node by (distance to that center) raised to 1.3, multiplied by a route-size factor that grows nonlinearly with route length, then divided by (1 + 0.6 * demand of the node), add a small random perturbation, and remove the top-k nodes where k is a small random fraction of all non-depot nodes.
","def destroy_scoring(current_solution, data, rng):
    distance_matrix = data['distance_matrix']
    demands = data.get('demands', [])
    
    scores = []
    total_non_dep = 0

    for route in current_solution:
        non_dep = [n for n in route if n != 0]
        L = len(non_dep)
        if L == 0:
            continue

        total_non_dep += L

        # Determine route center: node with minimal sum of distances to other non-depots in the route
        best_center = None
        best_sum = None
        for c in non_dep:
            s = 0.0
            for other in non_dep:
                if other == c:
                    continue
                s += distance_matrix[c][other]
            if best_sum is None or s < best_sum:
                best_sum = s
                best_center = c

        # Route-size factor (nonlinear growth with route length)
        factor = 1.0 + 0.30 * ((L - 1) ** 0.75)

        for node in non_dep:
            dist_to_center = distance_matrix[node][best_center] if best_center is not None else 0.0
            demand = demands[node] if node < len(demands) else 0

            # Score: distance to center raised to 1.3, scaled by route size, damped by demand
            score = (dist_to_center ** 1.3) * factor
            score /= (1.0 + 0.6 * demand)

            # Small random perturbation
            perturb = rng.random() * 0.04 * (dist_to_center + 1.0)
            score += perturb

            scores.append((node, score))

    if total_non_dep == 0:
        k = 0
    else:
        frac = 0.12 + rng.random() * 0.08  # between 0.12 and 0.20
        k = max(1, int(round(total_non_dep * frac)))
        if k > total_non_dep:
            k = total_non_dep

    return scores, k
",3581952.6,CVRP,True,False,mid,2,cvrp_lns
pop_4_op_m1_n6_251226_051356,cvrp_lns,results_20251225_141130_lns_cvrp_gpt5nano20250807_ueFalse_uiFalse_uitypeNone,program_pop_4_op_m1_n6_251226_051356.json,m1,"A diversification-driven destruction scoring that reserves a different balance by selecting nodes based on (i) adjusted detour savings, (ii) a non-linear demand bonus tied to a logistic-like slack factor, (iii) a center-distance centrality bonus emphasizing removal of nodes far from the route centroid, and (iv) randomized jitter, then removes a small randomized set of top-scoring nodes.
","def destroy_scoring(current_solution, data, rng):
    distance_matrix = data['distance_matrix']
    demands = data.get('demands', [])
    vehicle_caps = data.get('vehicle_capacities', [])
    cap = max(vehicle_caps) if vehicle_caps else 0

    scores = []
    total_nodes = 0

    for route in current_solution:
        if not route:
            continue
        route_nodes = [n for n in route if n is not None and n != 0]
        m = len(route_nodes)
        if m == 0:
            continue

        # compute total demand on this route
        route_demand = 0
        for node in route_nodes:
            if node < len(demands):
                route_demand += demands[node]

        # determine a route center as the node with maximum sum of distances to others (dim once)
        center_node = None
        if len(route_nodes) >= 2:
            best_sum = None
            for cand in route_nodes:
                s = 0
                for other in route_nodes:
                    if other == cand:
                        continue
                    s += distance_matrix[cand][other]
                if best_sum is None or s > best_sum:
                    best_sum = s
                    center_node = cand
        elif len(route_nodes) == 1:
            center_node = route_nodes[0]

        for idx, node in enumerate(route_nodes):
            total_nodes += 1

            # Local detour savings if removing this node
            if m == 1:
                savings = 0.0
            elif idx == 0:
                next_node = route_nodes[1]
                savings = distance_matrix[node][next_node]
            elif idx == m - 1:
                prev_node = route_nodes[idx - 1]
                savings = distance_matrix[prev_node][node]
            else:
                prev_node = route_nodes[idx - 1]
                next_node = route_nodes[idx + 1]
                savings = (distance_matrix[prev_node][node] +
                           distance_matrix[node][next_node] -
                           distance_matrix[prev_node][next_node])

            # route slack and logistic-like factor based on slack
            slack = cap - route_demand
            if slack < 0:
                slack = 0
            exponent = -0.95 * (slack - (cap * 0.6 if cap else 0.0))
            factor = 1.0 / (1.0 + (2.718281828 ** exponent))

            # demand based bonus
            demand = demands[node] if node < len(demands) else 0
            demand_bonus = (demand ** 0.88) * factor * 0.72

            # jitter for diversification
            jitter = (rng.random() * 0.6) - 0.3  # in [-0.3, 0.3)

            # route-centroid based centrality bonus (prefer removing nodes far from center)
            center_dist = distance_matrix[node][center_node] if center_node is not None else 0.0
            centrality_bonus = (center_dist ** 0.62) * 0.58

            score = savings * 0.62 + demand_bonus + centrality_bonus + jitter
            scores.append((node, score))

    max_k = max(1, total_nodes // 5) if total_nodes > 0 else 0
    if total_nodes == 0:
        k = 0
    else:
        k = int(rng.integers(1, max_k + 1))

    return scores, k
",3570590.5,CVRP,True,False,low,3,cvrp_lns
pop_19_op_e2_n12_251228_065631,cvrp_lns,results_20251225_141130_lns_cvrp_gpt5nano20250807_ueFalse_uiFalse_uitypeNone,program_pop_19_op_e2_n12_251228_065631.json,e2,"Assign each non-depot node a score computed from (i) a local disruption term for cutting its predecessor-successor connection, (ii) its distance to the route centroid as a diversification factor, and (iii) an inverse relation to the node's share of route demand, all combined multiplicatively with a small random perturbation; remove a small random fraction of top-scoring nodes.
","def destroy_scoring(current_solution, data, rng):
    distance_matrix = data['distance_matrix']
    demands = data.get('demands', [])
    scores = []
    total_non_dep = 0

    for route in current_solution:
        non_dep = [n for n in route if n != 0]
        L = len(non_dep)
        total_non_dep += L

        if L == 0:
            continue

        # Compute route total demand
        route_demand = 0.0
        for n in non_dep:
            if n < len(demands):
                route_demand += demands[n]

        # Compute route centroid (node with minimal sum of distances to others)
        centroid = non_dep[0] if L > 0 else 0
        if L > 0:
            best_sum = None
            for c in non_dep:
                s = 0.0
                for t in non_dep:
                    if t == c:
                        continue
                    s += distance_matrix[c][t]
                if best_sum is None or s < best_sum:
                    best_sum = s
                    centroid = c

        for idx, node in enumerate(non_dep):
            prev_node = non_dep[idx - 1] if idx > 0 else None
            next_node = non_dep[idx + 1] if idx < L - 1 else None

            # removal_cost: disruption if removing node connects two segments
            removal_cost = 0.0
            if prev_node is not None and next_node is not None:
                removal_cost = (distance_matrix[prev_node][node]
                                + distance_matrix[node][next_node]
                                - distance_matrix[prev_node][next_node])
                if removal_cost < 0.0:
                    removal_cost = 0.0

            # mean distance to others (diversification signal)
            mean_distance_to_others = 0.0
            if L > 1:
                s = 0.0
                for other in non_dep:
                    if other == node:
                        continue
                    s += distance_matrix[node][other]
                mean_distance_to_others = s / (L - 1)
            else:
                mean_distance_to_others = 0.0

            # node-specific metrics
            node_demand = demands[node] if node < len(demands) else 0.0
            centroid_distance = distance_matrix[node][centroid] if len(distance_matrix) > 0 else 0.0

            relative_demand = node_demand / route_demand if route_demand > 0.0 else 0.0

            # new scoring formula (multiplicative with normalization)
            base = 1.0 + removal_cost
            attenuation = 1.0 / (1.0 + centroid_distance + mean_distance_to_others)

            score = base * (1.0 - relative_demand) * attenuation

            # jitter to diversify removals
            perturb = rng.random() * 0.12 * (removal_cost + centroid_distance + 1.0)
            score += perturb

            if score < 0.0:
                score = 0.0

            scores.append((node, score))

    if total_non_dep == 0:
        k = 0
    else:
        frac = 0.05 + rng.random() * 0.15  # 5% to 20%
        k = max(1, int(round(total_non_dep * frac)))
        if k > total_non_dep:
            k = total_non_dep

    return scores, k
",3466336.2,CVRP,True,False,low,4,cvrp_lns
pop_14_op_m2_n0_251227_152817,cvrp_lns,results_20251225_141130_lns_cvrp_gpt5nano20250807_ueFalse_uiFalse_uitypeNone,program_pop_14_op_m2_n0_251227_152817.json,m2,"New LNS destroy scoring: for each non-depot node, compute a node score using the node's minimum intra-route distance to peers with a route-length-based diversity term, a stronger remaining-capacity penalty, and RNG perturbation; then remove the top-k scored nodes, where k is a random fraction of non-depot nodes.
","def destroy_scoring(current_solution, data, rng):
    distance_matrix = data['distance_matrix']
    demands = data.get('demands', [])
    vehicle_capacities = data.get('vehicle_capacities', [])

    scores = []
    total_non_dep = 0

    for r_idx, route in enumerate(current_solution):
        non_dep = [n for n in route if n != 0]
        L = len(non_dep)
        if L == 0:
            continue

        total_non_dep += L

        capacity = vehicle_capacities[r_idx] if r_idx < len(vehicle_capacities) else 0
        route_demand = sum(demands[node] if node < len(demands) else 0 for node in non_dep)
        if capacity > 0:
            remaining_ratio = (capacity - route_demand) / capacity
            if remaining_ratio < 0.0:
                remaining_ratio = 0.0
            if remaining_ratio > 1.0:
                remaining_ratio = 1.0
        else:
            remaining_ratio = 0.0

        # New: slower-growing diversity term with different parameters
        diversity = 1.0 + 0.02 * (L ** 1.4)

        for node in non_dep:
            if L > 1:
                min_dist = min(distance_matrix[node][other] for other in non_dep if other != node)
            else:
                min_dist = 0.0

            node_demand = demands[node] if node < len(demands) else 0
            # Stronger emphasis on remaining capacity
            load_factor = 1.0 + 0.7 * (1.0 - remaining_ratio)

            score = (min_dist ** 1.5) * diversity * load_factor
            score /= (1.0 + 0.4 * node_demand)

            perturb = rng.random() * 0.08 * (min_dist + 1.0)
            score += perturb

            scores.append((node, score))

    if total_non_dep == 0:
        k = 0
    else:
        frac = 0.15 + rng.random() * 0.25  # between 0.15 and 0.40
        k = max(1, int(round(total_non_dep * frac)))
        if k > total_non_dep:
            k = total_non_dep

    return scores, k
",3659070.4,CVRP,True,False,mid,5,cvrp_lns
pop_0_op_i1_n19_251225_141156,cvrp_lns,results_20251225_141130_lns_cvrp_gpt5nano20250807_ueFalse_uiFalse_uitypeNone,program_pop_0_op_i1_n19_251225_141156.json,i1,"Score each customer by the potential distance saving from removing it (based on its route predecessor and successor), adjust by demand and a small random factor, then remove the top-k highest-scoring customers where k is a small fraction of all customers currently in the solution.}
","def destroy_scoring(current_solution, data, rng):
    dist = data['distance_matrix']
    demands = data.get('demands', [])
    
    # Collect candidate nodes with their context (predecessor p and successor s within the same route)
    node_context = {}  # node -> (p, s)
    total_nodes = 0
    for route in current_solution:
        for idx, node in enumerate(route):
            if node == 0:
                continue
            total_nodes += 1
            p = route[idx - 1] if idx - 1 >= 0 else 0
            s = route[idx + 1] if idx + 1 < len(route) else 0
            node_context[node] = (p, s)
    
    # Compute scores for each node
    scores = []
    for node, (p, s) in node_context.items():
        # Distances with boundary checks
        dist_p_i = dist[p][node] if p < len(dist) and node < len(dist[p]) else dist[0][node]
        dist_i_s = dist[node][s] if node < len(dist) and s < len(dist[node]) else dist[node][0]
        dist_p_s = dist[p][s] if (p < len(dist) and s < len(dist[p])) else dist[0][0]
        removal_gain = dist_p_i + dist_i_s - dist_p_s  # distance saved by removing this node
        demand = demands[node] if node < len(demands) else 0
        # Score favors larger potential savings and slightly penalizes high demand, with a small random factor
        score = removal_gain - 0.01 * demand
        score += rng.random() * 0.05 * (removal_gain + 1e-9)
        scores.append((node, score))
    
    # Determine k: number of nodes to remove
    if total_nodes == 0:
        k = 0
    else:
        fractions = [0.15, 0.20, 0.25]
        fr = fractions[int(rng.integers(0, len(fractions)))]
        k = max(1, int(round(total_nodes * fr)))
        if k > total_nodes:
            k = total_nodes
    
    return scores, k
",3729041.2,CVRP,True,False,mid,6,cvrp_lns
pop_2_op_e1_n9_251225_213311,cvrp_lns,results_20251225_141130_lns_cvrp_gpt5nano20250807_ueFalse_uiFalse_uitypeNone,program_pop_2_op_e1_n9_251225_213311.json,e1,"Introduce a disruption-potential scoring that computes, for every non-depot node, its local removal savings, its connectivity strength within the route (sum of distances to all other nodes in the same route), and its route load and demand, then combine these with route-wide maxima to produce a multiplicative, diversified score; finally, remove k highest-scoring nodes.
","import math

def destroy_scoring(current_solution, data, rng):
    distance_matrix = data['distance_matrix']
    demands = data.get('demands', [])
    
    temp = []  # store per-node interim data: [node, savings, sum_dist, demand, endpoint, route_load]
    total_nodes = 0
    max_route_load = 0

    # First pass: compute per-node metrics and route loads
    for route in current_solution:
        if not route:
            continue
        non_dep_nodes = [n for n in route if n is not None and n != 0]
        m = len(non_dep_nodes)
        if m == 0:
            continue

        # compute route load
        route_load = 0
        for node in non_dep_nodes:
            if 0 <= node < len(demands):
                route_load += demands[node]
        if route_load > max_route_load:
            max_route_load = route_load

        for idx, node in enumerate(non_dep_nodes):
            total_nodes += 1

            # local savings for removing this node
            if m == 1:
                savings = 0.0
            elif idx == 0:
                next_node = non_dep_nodes[1]
                savings = distance_matrix[node][next_node]
            elif idx == m - 1:
                prev_node = non_dep_nodes[idx - 1]
                savings = distance_matrix[prev_node][node]
            else:
                prev_node = non_dep_nodes[idx - 1]
                next_node = non_dep_nodes[idx + 1]
                savings = (distance_matrix[prev_node][node] +
                           distance_matrix[node][next_node] -
                           distance_matrix[prev_node][next_node])

            # connectivity strength: sum of distances to all other nodes in the route
            sum_dist = 0.0
            for other in non_dep_nodes:
                if other == node:
                    continue
                sum_dist += distance_matrix[node][other]

            # node demand
            demand = demands[node] if 0 <= node < len(demands) else 0

            endpoint = (idx == 0 or idx == m - 1)

            temp.append([node, savings, sum_dist, demand, endpoint, route_load])

    if total_nodes == 0:
        k = 0
        return [], k

    # Second pass: compute global maxima needed for normalization
    if temp:
        max_sum_dist = max(item[2] for item in temp)
        max_demand = max(demands) if demands else 0
        max_route_load_local = max_route_load
    else:
        max_sum_dist = 0.0
        max_demand = 0
        max_route_load_local = max_route_load

    # Build final scores
    scores = []
    for item in temp:
        node, savings, sum_dist, demand, endpoint, route_load = item

        centrality_factor = 0.5 + 0.5 * (sum_dist / max_sum_dist) if max_sum_dist > 0 else 1.0
        demand_factor = 0.5 + 0.5 * (demand / max_demand) if max_demand > 0 else 1.0
        route_load_factor = 1.0 + (route_load / max_route_load_local) if max_route_load_local > 0 else 1.0

        score = savings * centrality_factor * demand_factor * route_load_factor
        score += rng.random() * 0.0005  # small jitter for diversification

        scores.append((node, score))

    # Determine k
    if total_nodes == 0:
        k = 0
    else:
        max_k = max(1, int(total_nodes * 0.25))
        k = int(rng.integers(1, max_k + 1))

    return scores, k
",3550734.5,CVRP,True,False,low,7,cvrp_lns
pop_0_op_i1_n3_251225_145628,cvrp_lns,results_20251225_141130_lns_cvrp_gpt5nano20250807_ueFalse_uiFalse_uitypeNone,program_pop_0_op_i1_n3_251225_145628.json,i1,"Compute a per-node destruction score as a weighted sum of its estimated marginal route-length impact when removed (based on its predecessor and successor) and its demand, and then remove the top-k highest-scoring nodes in the LNS destroy phase, with k chosen as a fixed fraction of the total nodes.}
","def destroy_scoring(current_solution, data, rng):
    distance = data['distance_matrix']
    demands = data['demands']

    scores_dict = {}
    for route in current_solution:
        for idx, node in enumerate(route):
            pred = route[idx - 1] if idx > 0 else None
            succ = route[idx + 1] if idx < len(route) - 1 else None

            if pred is not None and succ is not None:
                delta = distance[pred][node] + distance[node][succ] - distance[pred][succ]
            elif pred is not None:
                delta = distance[pred][node]
            elif succ is not None:
                delta = distance[node][succ]
            else:
                delta = 0.0

            d = demands[node] if node < len(demands) else 0
            score = delta * 1.0 + d * 0.5

            if node in scores_dict:
                if score > scores_dict[node]:
                    scores_dict[node] = score
            else:
                scores_dict[node] = score

    total_nodes = len(scores_dict)
    if total_nodes == 0:
        return [], 0

    temp = []
    for node, sc in scores_dict.items():
        temp.append((node, sc, rng.random()))
    temp.sort(key=lambda x: (-x[1], x[2]))
    scores = [(node, sc) for node, sc, _ in temp]

    k = max(1, int(0.25 * total_nodes))
    return scores, k
",3852077.6,CVRP,True,False,high,8,cvrp_lns
pop_5_op_e1_n11_251226_064644,cvrp_lns,results_20251225_141130_lns_cvrp_gpt5nano20250807_ueFalse_uiFalse_uitypeNone,program_pop_5_op_e1_n11_251226_064644.json,e1,"Compute a dispersion-based, route-aware destruction score for each non-depot node using its intra-route average distance to peers, the distance to the nearest anchor in other routes, a slack/demand adjustment, and a small jitter, then remove the top-k highest-scoring nodes where k scales with the total candidates to diversify destruction.
","def destroy_scoring(current_solution, data, rng):
    distance_matrix = data['distance_matrix']
    demands = data.get('demands', [])
    vehicle_caps = data.get('vehicle_capacities', [])
    cap = max(vehicle_caps) if vehicle_caps else 0

    # Build anchors: first non-depot node in each route
    anchors = []
    for route in current_solution:
        anchor = None
        if route:
            for node in route:
                if node is not None and node != 0:
                    anchor = node
                    break
        anchors.append(anchor)

    scores = []
    total_nodes = 0

    for ri, route in enumerate(current_solution):
        if not route:
            continue

        # Non-depot nodes in this route
        non_dep = [n for n in route if (n is not None and n != 0)]
        m = len(non_dep)
        if m == 0:
            continue

        # Route demand
        route_demand = 0
        for n in non_dep:
            if n < len(demands):
                route_demand += demands[n]

        for idx, node in enumerate(non_dep):
            total_nodes += 1

            # Intra-route dispersion: average distance to other non-depot nodes in this route
            if m <= 1:
                intra_avg = 0.0
            else:
                s = 0.0
                for other in non_dep:
                    if other == node:
                        continue
                    if node < len(distance_matrix) and other < len(distance_matrix[node]):
                        d = distance_matrix[node][other]
                    else:
                        d = 0.0
                    s += d
                intra_avg = s / (m - 1)

            # Anchor distance: distance to nearest anchor in other routes
            anchor_dist = None
            for aj, anchor in enumerate(anchors):
                if aj == ri:
                    continue
                if anchor is None:
                    continue
                if node < len(distance_matrix) and anchor < len(distance_matrix[node]):
                    d = distance_matrix[node][anchor]
                else:
                    d = 0.0
                if anchor_dist is None or d < anchor_dist:
                    anchor_dist = d
            anchor_term = anchor_dist if anchor_dist is not None else 0.0

            # Demand term
            demand = demands[node] if node < len(demands) else 0

            # Slack (route pressure)
            slack = cap - route_demand
            if slack < 0:
                slack = 0
            ratio_slack = (slack / cap) if cap > 0 else 0.0

            # Small jitter for diversification
            jitter = (rng.random() * 0.15) - 0.075

            # Composite score (higher means more likely to be removed)
            score = (0.45 * intra_avg) + (0.30 * anchor_term) + (0.15 * (1.0 / (1.0 + demand))) + (0.10 * (1.0 - ratio_slack)) + jitter

            scores.append((node, score))

    if total_nodes == 0:
        k = 0
    else:
        # Choose a diversification-friendly fraction of nodes to remove
        frac = 0.25 + rng.random() * 0.35  # between 0.25 and 0.60
        max_k = max(1, total_nodes // 2)
        k = int(rng.integers(1, max_k + 1))
        if k > total_nodes:
            k = total_nodes

    return scores, k
",3808717.5,CVRP,True,False,mid,9,cvrp_lns
pop_1_op_m1_n0_251225_200231,cvrp_lns,results_20251225_141130_lns_cvrp_gpt5nano20250807_ueFalse_uiFalse_uitypeNone,program_pop_1_op_m1_n0_251225_200231.json,m1,"New heuristic computes a node-specific novelty score by measuring the spread of distances to a small random peer sample within its route and the peer-demand dispersion, then adds jitter and selects a random fraction of top-scoring nodes for destruction.
","def destroy_scoring(current_solution, data, rng):
    distance_matrix = data['distance_matrix']
    demands = data.get('demands', [])

    scores = []
    total_nodes = 0

    for route in current_solution:
        non_dep = [n for n in route if n != 0]
        if not non_dep:
            continue
        total_nodes += len(non_dep)

        for i, node_i in enumerate(non_dep):
            peers = non_dep[:i] + non_dep[i+1:]
            if not peers:
                continue

            sample_size = min(5, len(peers))
            sample_indices = rng.choice(len(peers), size=sample_size, replace=False)

            dist_vals = []
            dem_peer_vals = []
            dem_i = demands[node_i] if node_i < len(demands) else 0

            for si in sample_indices:
                peer = peers[int(si)]
                dist = 0.0
                if node_i < len(distance_matrix) and peer < len(distance_matrix[node_i]):
                    dist = distance_matrix[node_i][peer]
                dist_vals.append(dist)
                dem_peer_vals.append(demands[peer] if peer < len(demands) else 0)

            if not dist_vals:
                continue

            d_min = min(dist_vals)
            d_max = max(dist_vals)
            d_mean = sum(dist_vals) / len(dist_vals)
            dem_mean = sum(dem_peer_vals) / len(dem_peer_vals) if dem_peer_vals else 0.0

            score = (d_max - d_min) / (d_mean + 1.0) + abs(dem_i - dem_mean) / (dem_mean + 1.0)

            jitter = rng.random() * 0.01 * (score + 1.0)
            score += jitter

            scores.append((node_i, score))

    if total_nodes == 0:
        return scores, 0

    total_scored = len(scores)
    frac = 0.15 + rng.random() * 0.25  # between 0.15 and 0.40
    k = int(round(total_scored * frac))
    if k < 1:
        k = 1
    if k > total_scored:
        k = total_scored

    return scores, k
",3944961.7,CVRP,True,False,high,10,cvrp_lns
pop_13_op_m2_n18_250821_223431,premarshalling_astar,results_20250821_114744_multibay_reshuffle_astar_qwen25coder32b_ueTrue_uiFalse_uitypeNone,program_pop_13_op_m2_n18_250821_223431.json,m2,"This heuristic calculates the score by assigning penalties based on the number of blocking loads, with an increasing penalty for each deeper blockage level, but uses a different base penalty and decay factor to emphasize more critical deep blockages.
","def score_state(state):
    score = 0.0
    base_penalty = 2.5
    decay_factor = 0.8
    for lane in state:
        highest_priority = None
        depth_penalty = 0
        for i in range(len(lane)):
            if lane[i] != 0:
                if highest_priority is not None and lane[i] < highest_priority:
                    score += base_penalty ** depth_penalty * (decay_factor ** depth_penalty)
                highest_priority = lane[i]
                depth_penalty += 1
    return score
",0.33863,Premarshalling,True,False,low,1,premarshalling_astar
pop_5_op_m1_n0_250825_144407,premarshalling_astar,results_20251114_103544_multibay_reshuffle_astar_qwen25coder32b_ueTrue_uiFalse_uitypeNone,program_pop_5_op_m1_n0_250825_144407.json,m1,"Heuristic calculates the score based on the weighted sum of the number of blocked loads, the depth of each block, and the priority class of the blocked loads, with higher penalties for deeper and lower priority blocks.
","def score_state(state):
    score = 0
    for lane in state:
        max_val = 0
        for idx, unit in enumerate(lane):
            if unit != 0:
                if unit < max_val:
                    score += (idx + 1) * (6 - unit)
                max_val = unit
    return score
",0.68948,Premarshalling,True,False,mid,2,premarshalling_astar
pop_19_op_m1_n0_251114_131836,premarshalling_astar,results_20251114_103544_multibay_reshuffle_astar_qwen25coder32b_ueTrue_uiFalse_uitypeNone,program_pop_19_op_m1_n0_251114_131836.json,m1,"This heuristic calculates the score based on the sum of penalties for blocked loads, scaled by their distance from the front of the lane and normalized by the lane length, with an additional penalty for lanes that are further from being sorted and a bonus for lanes that have their highest priority load at the accessible position.
","def score_state(state):
    score = 0
    for lane in state:
        max_val = 0
        block_count = 0
        lane_length = len(lane)
        is_sorted = True
        
        for idx, load in enumerate(lane):
            if load != 0:
                if max_val > load:
                    block_count += 1
                    higher_loads_above = sum(1 for i in range(idx + 1, lane_length) if lane[i] < load)
                    penalty = (block_count * higher_loads_above * idx) / lane_length
                    score += penalty
                    is_sorted = False
                else:
                    block_count = 0
                max_val = load
        
        if not is_sorted:
            score += sum(load for load in lane if load != 0) / lane_length
        
        if lane and lane[0] == max_val:
            score -= 1
    
    return score
",0.10826,Premarshalling,True,False,low,3,premarshalling_astar
pop_13_op_e2_n2_250821_221005,premarshalling_astar,results_20250821_114744_multibay_reshuffle_astar_qwen25coder32b_ueTrue_uiFalse_uitypeNone,program_pop_13_op_e2_n2_250821_221005.json,e2,"The heuristic calculates the score by summing the cumulative penalties for each lane based on the number of out-of-order loads, with higher penalties assigned to deeper loads and normalized by the lane's maximum possible filled length.
","def score_state(state):
    score = 0.0
    for lane in state:
        non_zero_elements = [load for load in lane if load != 0]
        n = len(non_zero_elements)
        max_length_factor = 1.0 / (n + 1e-6)  # Avoid division by zero
        penalty = 0
        for i in range(n - 1):
            if non_zero_elements[i] > non_zero_elements[i + 1]:
                penalty += (i + 1) * non_zero_elements[i]
        score += penalty * max_length_factor
    return score
",0.14275,Premarshalling,True,False,low,4,premarshalling_astar
pop_11_op_m2_n10_250818_191239,premarshalling_astar,results_20250815_092046_multibay_reshuffle_astar_qwen25coder32b_ueTrue_uiFalse_uitypeNone,program_pop_11_op_m2_n10_250818_191239.json,m2,"This heuristic calculates the score based on the total number of out-of-order elements across all stacks, weighted by their values and adjusted for stack depth to prioritize resolving issues in shallower stacks.
","def score_state(state):
    score = 0
    max_stack_height = max(len(stack) for stack in state)
    
    for stack in state:
        n = len(stack)
        if n == 0:
            continue
        
        out_of_order_count = 0
        total_value = 0
        
        for i in range(n - 1):
            if stack[i] > stack[i + 1]:
                out_of_order_count += 1
                total_value += (stack[i] + stack[i + 1])
        
        if out_of_order_count > 0:
            average_value = total_value / (out_of_order_count * 2)
            score += out_of_order_count * average_value * ((n - out_of_order_count) / max_stack_height)
    
    return  score
",1.17707,Premarshalling,True,False,mid,5,premarshalling_astar
pop_0_op_i1_n0_250821_120940,premarshalling_astar,results_20250821_114744_multibay_reshuffle_astar_qwen25coder32b_ueTrue_uiFalse_uitypeNone,program_pop_0_op_i1_n0_250821_120940.json,i1,"The heuristic calculates the score by summing the distances of all blocking loads from their respective end positions, considering the priority classes.
","def score_state(state):
    score = 0
    for lane in state:
        non_empty_start = next((i for i, x in enumerate(lane) if x != 0), len(lane))
        for i in range(non_empty_start, len(lane)):
            for j in range(i + 1, len(lane)):
                if lane[i] > lane[j]:
                    score += (len(lane) - j)
    return score
",1.17207,Premarshalling,True,False,mid,6,premarshalling_astar
