heuristic_id,raw_app_type,cap_core_idea,cap_confidence,cap_parse_ok,cap_parse_error,cap_model,cap_prompt_hash,cap_latency_s,cap_cached
pop_0_op_e1_n19_251224_134701,bin_greedy,"The heuristic evaluates candidate placements by combining three factors: the remaining capacity after placement, a factor favoring bins that can still accommodate many additional items of the same size, and a penalty that smoothly increases as a bin nears full capacity. The goal is to balance immediate space usage with future packing flexibility.",,True,,deepseek-chat,4a8154eda1d8b512f719dc648c364065c9700f30ce606b5168845016c6de0017,2.942460775375366,False
pop_0_op_e1_n1_251224_134701,bin_greedy,"The heuristic selects a placement for an item by scoring candidate bins based on a weighted combination of their remaining capacity and a penalty for high utilization. It favors bins with more space, but non-linearly penalizes bins that are already heavily loaded to avoid near-full placements. A small random bonus is added to occasionally diversify choices. Bins that are completely full are explicitly excluded from selection.",,True,,deepseek-chat,d273fdd3cf096131ce8766bac4e2776d3f9075642c1fbf69a7df76769f507567,3.7352139949798584,False
pop_0_op_e1_n2_251224_134701,bin_greedy,"The heuristic evaluates candidate placements by combining multiple criteria into a single score. It prioritizes placements that leave a high normalized remaining capacity in the bin. It incorporates an entropy-based term to encourage a balanced distribution of items across all bins. It also applies a logarithmic penalty to larger bins, creating a slight bias towards filling smaller bins first. The final decision is made by selecting the bin with the highest composite score.",,True,,deepseek-chat,146901a481790f4cc11bd8aea2088ba7b90a878fbb9deaf75fa6336500457541,3.963075876235962,False
pop_0_op_e1_n3_251224_134701,bin_greedy,"The heuristic selects a placement for an item by scoring candidate bins based on a weighted combination of three factors: the remaining capacity after placement (favoring tighter fits), a penalty that increases exponentially with the bin's size (to avoid overloading large bins), and a penalty based on historical usage frequency (to promote load balancing over time).",,True,,deepseek-chat,7ed719379c1f373ad36ced5cfbdaa47e771f23c60bc83b4faf5677c384ef24a4,3.1682209968566895,False
pop_0_op_e1_n4_251224_134701,bin_greedy,"The heuristic is a scoring function for bin-packing or resource allocation. It evaluates candidate placements by balancing two factors: the remaining capacity after placement (favoring higher values) and a penalty for deviating from a harmonic mean of all remaining capacities (favoring uniformity). The final score promotes placements that leave bins both well-utilized and with similar relative spare capacity, aiming to avoid fragmentation and create a balanced load.",,True,,deepseek-chat,c3f561b15239d351fb85618e2c1518b5ae4e5ea20c4c27ce9d2a7a30871ea08f,3.7312099933624268,False
pop_0_op_e1_n5_251224_134701,bin_greedy,"The heuristic is a scoring function for bin-packing-like problems. It evaluates candidate bins for placing an item by combining multiple weighted criteria: favoring bins with sufficient remaining capacity, penalizing underutilization, rewarding bins near full capacity, and promoting balanced load distribution. Bins already at maximum capacity are excluded. The final score is an aggregate of these factors to guide a greedy selection.",,True,,deepseek-chat,76384181a7ca1f75961f291a04f1adfee10b35667b665f2775e4dda78f0cad46,3.437206983566284,False
pop_0_op_e1_n6_251224_134701,bin_greedy,"The heuristic selects a placement for an item by scoring candidate bins based on a combination of factors: it favors bins where the remaining capacity and the item size are balanced (harmonic mean), penalizes bins with larger initial capacities, and incorporates a stochastic penalty inversely related to remaining capacity to simulate historical usage patterns. The bin with the highest composite score is chosen.",,True,,deepseek-chat,12c7b34cd5a9402eeafe76b257d2a1e0980d5e6736ddbeb7d0757c3535ebe78a,3.256769895553589,False
pop_0_op_e1_n7_251224_134701,bin_greedy,"The heuristic evaluates candidate placements by combining three factors: a primary preference for bins with remaining capacity just slightly larger than the item (to minimize waste), a penalty for bins with very large remaining capacity (to avoid leaving them underfilled), and a bonus for bins with capacity near the current average (to promote balanced utilization and simulate recent activity). The final score is a multiplicative combination of these components.",,True,,deepseek-chat,a7b7e45d71d8fcaa4ec7709501a450fc684925477b0d7c66e780cdedec538c29,3.418200969696045,False
pop_0_op_e1_n8_251224_134701,bin_greedy,"The heuristic evaluates candidate placements by combining three components: an exponential decay favoring bins with capacity just above the item size, a logarithmic penalty that discourages bins with large remaining capacity, and a bonus that increases as the proportion of used space in a bin increases. This multi-criteria scoring aims to balance tight packing with efficient overall capacity utilization.",,True,,deepseek-chat,09294032650816b438852030072b5ca11a343dc0427fae5fff999ed81a990cf5,3.060307025909424,False
pop_0_op_e1_n9_251224_134701,bin_greedy,"The heuristic is a scoring function for bin-packing-like problems. It evaluates candidate placements for an item by combining three factors: a primary preference for bins with high remaining capacity after placement, a penalty for bins that would become nearly empty (to avoid fragmentation), and a stochastic bonus to simulate learning from past underutilization. It disqualifies bins that cannot accommodate the item. The final placement decision is made by selecting the bin with the highest weighted sum of these scores.",,True,,deepseek-chat,ebe0d110eb9efc86d91835e4b2e54fdf0c065b6aca964c1bdca5963a1ff9b8ba,3.795428991317749,False
pop_0_op_e2_n0_251224_134950,bin_greedy,The heuristic evaluates candidate placements by combining a preference for bins with larger resulting free space (via a logarithmic factor) with a penalty for deviating from the median free space across all bins. This aims to balance the load by favoring placements that keep bin capacities both relatively high and similar to each other.,,True,,deepseek-chat,1dbc326e604635aafcd8cd8bc08c95f78928b5c033d4ff605a9908efbd6ee9fb,3.0592219829559326,False
pop_0_op_e2_n10_251224_134950,bin_greedy,"The heuristic evaluates candidate placements by combining three factors: it favors bins with larger remaining capacity after placement, penalizes placements that cause the remaining capacities across bins to deviate from the median, and gives a bonus to placements that bring a bin close to being completely full. This balances the goals of efficient space utilization and maintaining balanced loads.",,True,,deepseek-chat,776f9f666e05cb9d4aad9a06309ecfc803c592902ca2aa431c873c2c0e39dafc,3.1169300079345703,False
pop_0_op_e2_n11_251224_134950,bin_greedy,"The heuristic evaluates candidate placements by combining two opposing principles: it favors bins where the item would leave a small remaining capacity (to promote tight packing), while simultaneously penalizing bins with a large initial capacity (to encourage balanced utilization and reserve larger bins for future items). The final score is a weighted combination of these two factors.",,True,,deepseek-chat,3ba1bc771f96927f86ea6ebf6896308e56b32adbf3b2c94e2729afb0849f33ee,3.0067570209503174,False
pop_0_op_e2_n13_251224_134950,bin_greedy,"The heuristic selects a placement for an item by scoring candidate bins based on a composite function. This function combines: a sigmoid transformation favoring bins with remaining capacity close to the item size; an exponential decay penalizing larger bins to promote balanced loads; and a simulated penalty, modeled as a Gaussian, that discourages bins with a 'typical' usage frequency to encourage exploration of underused bins.",,True,,deepseek-chat,a2e1e8995a372457e317fa24aeb07cad01d6ac5915f96a13764a95c7742cfa52,3.588135004043579,False
pop_0_op_e2_n16_251224_134950,bin_greedy,"The heuristic assigns a placement score for an item into a candidate bin by combining two factors: an exponential decay that favors bins with less remaining capacity after placement, and a penalty function that discourages placing items into bins that would become either nearly empty or nearly full after the placement. The combined score aims to balance bin utilization.",,True,,deepseek-chat,fb3964f6c809451d6c01b123633d9b6343d9b2697b54c3f44a11f5e0eebdf019,3.0730440616607666,False
pop_0_op_e2_n17_251224_134950,bin_greedy,"The heuristic selects a bin for an item by scoring each bin based on a weighted combination of multiple factors: favoring bins with sufficient remaining capacity, penalizing bins with historically low usage, rewarding bins with high current utilization, and promoting overall load uniformity across all bins. Bins that are already full are excluded from selection.",,True,,deepseek-chat,67210ffc71f2a477b11b9805fe95ce59989d6401271210d6b99ec912d56c7f71,3.804089307785034,False
pop_0_op_e2_n18_251224_134950,bin_greedy,"The heuristic selects a placement for an item by scoring candidate bins based on a weighted combination of three factors: a measure of how well the item fits the remaining capacity (harmonic mean), a penalty for bins with historically high variance in item sizes, and a bonus that decays for bins selected more recently, promoting a degree of load balancing and diversity in bin usage.",,True,,deepseek-chat,d12dc7c0a14677f5a38df54ea108a63e4884bce18e43038b02aaddd95240e4ae,2.9933881759643555,False
pop_0_op_e2_n19_251224_134950,bin_greedy,"The heuristic selects a placement for an item by scoring candidate bins based on a weighted combination of three factors: a primary score that favors bins where the item fits well (using exponential decay of remaining capacity), a penalty for recent usage to promote load distribution, and a bonus tied to the bin's original capacity to bias selection toward larger bins. The final decision is to place the item in the bin with the highest composite score.",,True,,deepseek-chat,9908976b55930d3bcac0890c9092a276dcdef33c916a470c0189857cd3fd1852,3.4435458183288574,False
pop_0_op_e2_n1_251224_134950,bin_greedy,"The heuristic evaluates candidate placements for an item by scoring each bin based on a target fill level. It combines a harmonic mean, which favors bins where the remaining capacity after placement is both high and close to the target, with a penalty term that decays exponentially as the remaining capacity deviates from the target. The goal is to balance filling bins efficiently while avoiding placements that leave bins either too empty or too full relative to an ideal ratio.",,True,,deepseek-chat,e9218a8792ae8e64d3b2ec3d647fa6ce4024f1e48836c373a93256cbfd24407c,3.432248115539551,False
pop_0_op_e2_n2_251224_134950,bin_greedy,"The heuristic evaluates candidate placements by combining three factors: an exponential decay favoring bins with less remaining capacity after placement, a sigmoidal penalty that strongly discourages placements that would leave a bin underutilized (below a threshold), and a normalization factor that penalizes placements leading to an uneven distribution of remaining capacities. It aims to balance bin utilization while avoiding both over-concentration and under-filling.",,True,,deepseek-chat,574129b89c0aa04143377582ade3051785ce348f3caca2697fdb5955fdab3727,3.5590689182281494,False
pop_0_op_e2_n3_251224_134950,bin_greedy,"The heuristic is a scoring function for a bin-packing-like selection problem. It evaluates candidate bins for placing an item by combining multiple weighted factors: it favors bins with sufficient remaining capacity, penalizes bins whose current load deviates from a calculated ideal average, adds a stochastic bonus for recent high utilization, and penalizes bins that are nearly full. Bins that are completely full are disqualified. The final selection is made by choosing the bin with the highest composite score.",,True,,deepseek-chat,becfbb171bc333fa58f0427ed0e1cbacf161dc3aa614bcb88b216685b974d416,3.614588975906372,False
pop_0_op_e2_n4_251224_134950,bin_greedy,"The heuristic selects a placement for an item by evaluating candidate bins using a composite scoring function. This function balances three objectives: maximizing the remaining capacity in the bin after placement, minimizing the inequality (standard deviation) of remaining capacities across all bins, and applying a small penalty to bins that are already relatively full. The bin with the highest score is chosen, aiming to promote even capacity utilization and avoid premature overfilling.",,True,,deepseek-chat,b5bc3a60b94aa8ada46b477e33e2834915c81cf5d50dd7d1fcc775e907442221,3.8860690593719482,False
pop_0_op_e2_n5_251224_134950,bin_greedy,"The heuristic is a scoring function for bin-packing or resource allocation. It evaluates candidate bins for placing an item by combining multiple weighted factors: favoring bins with sufficient remaining capacity, penalizing bins with recent underutilization, giving a bonus to bins that are nearly full, and promoting load balance by rewarding bins with remaining capacity close to a central value. Bins that are completely full are disqualified.",,True,,deepseek-chat,d1a7b4e0a4c028e64a6427fddf757ae0f177d66a767b19040f0f7fb1b2666448,3.270167112350464,False
pop_0_op_e2_n6_251224_134950,bin_greedy,"The heuristic scores candidate placements by combining multiple weighted factors. It favors bins with high remaining capacity after placement, while penalizing bins that are close to being full. It also provides a bonus for bins with larger initial capacities, and applies a decay factor to discourage placing items in bins whose current capacity deviates significantly from the average, promoting load balance.",,True,,deepseek-chat,cb4ae4d0725b43aa41f2d6775811c33c0d4bc39962284680265ca16a079da3a3,3.1715872287750244,False
pop_0_op_e2_n7_251224_134950,bin_greedy,"The heuristic is a scoring-based bin packing strategy that selects a bin for an item by evaluating a weighted combination of three factors: maximizing remaining capacity after placement, penalizing bins with high historical usage variance, and rewarding bins with historically balanced utilization. It explicitly forbids placement into bins that would be exactly filled to capacity.",,True,,deepseek-chat,9aa08d17dc9b51da025fbf594649d29d6b8d2e20204738d4efffab5483a883b4,3.057999849319458,False
pop_0_op_e2_n8_251224_134950,bin_greedy,"The heuristic evaluates candidate placements by scoring them based on the resulting remaining capacity. It strongly prefers placements that leave a small remaining capacity (via a quadratic term that heavily penalizes large leftovers). It also incorporates a secondary, logarithmic penalty on the bin's original capacity to subtly favor using smaller bins first. Finally, it applies an exponential decay factor that makes the penalty for large original capacities less severe when the remaining capacity is very small, thereby encouraging the creation of nearly-full bins.",,True,,deepseek-chat,c45095f8cf686b5c882da1cd8f33dfa80f18b481ee8bd30434f8aa5521b21573,3.772797107696533,False
pop_0_op_e2_n9_251224_134950,bin_greedy,"The heuristic is a scoring function for bin-packing or load-balancing. It evaluates candidate bins for placing an item by combining multiple weighted factors: it favors bins with remaining capacity close to the item's size (via exponential decay), penalizes bins with initially high capacity, and gives a bonus to bins with loads near the current average (simulating balanced recent activity). The final score is normalized to account for the overall distribution of loads.",,True,,deepseek-chat,4de79c6af8578e9c103d0ce0ccef4f33acc02f4567115e9331643d470536a04f,3.569591760635376,False
pop_0_op_i1_n0_251224_134528,bin_greedy,"The heuristic selects a placement for an item by scoring candidate bins based on a weighted combination of two criteria: favoring bins with larger remaining capacity to promote balanced utilization, while penalizing bins where the item size is a poor fit for the remaining space to minimize wasted capacity.",,True,,deepseek-chat,328dcd68e8af16a75d0668962930ffaaeab23b3f023a8fa569463b087b6a295a,3.06479811668396,False
pop_0_op_i1_n10_251224_134318,bin_greedy,"The heuristic evaluates candidate placements by combining a primary measure of remaining capacity with secondary adjustments. It prioritizes bins with larger remaining capacity to keep options open, but also considers the current fill ratio to balance utilization. It strongly penalizes placements that would make a bin nearly full, aiming to avoid over-commitment and reserve capacity for future items. The final score is an aggregate of these factors to guide a greedy selection.",,True,,deepseek-chat,66da08f8ecebf95e232fa588aeb2ef2da7e14adf332495b9d91a20f9d554844e,3.79954195022583,False
pop_0_op_i1_n10_251224_134528,bin_greedy,"The heuristic selects a placement for an item by evaluating candidate bins through a weighted scoring function. This function prioritizes bins where the item would result in a high fill percentage, while also applying a secondary penalty inversely proportional to the remaining capacity, favoring bins that would be left with less empty space. The final decision is made by choosing the bin with the highest combined score.",,True,,deepseek-chat,b933471b4c8b288eae5dba2eabaa1569c58abbd074c0f6b1fa13e372f6e929cf,3.1801860332489014,False
pop_0_op_i1_n11_251224_134318,bin_greedy,"The heuristic evaluates candidate placements by combining three factors: the remaining capacity after placement, a reward for fitting more items of the same size, and a penalty for placements that leave the bin near full. It aims to balance efficient space utilization with flexibility for future items.",,True,,deepseek-chat,c21dd8983d027f06dce6fd2dd05ba235a545681b2aa3fb390fd169224f68e9be,2.640965223312378,False
pop_0_op_i1_n11_251224_134528,bin_greedy,"The heuristic evaluates candidate placements by combining two factors: a normalized measure of remaining capacity after placement, and a penalty that increases as the candidate's current load approaches its maximum capacity. This prioritizes placements that leave bins with a balanced and moderate remaining capacity, avoiding both near-empty and nearly-full bins.",,True,,deepseek-chat,b2efa7215baa46ab38b7e3d5cd3a5f5820ae62bb9c32ce0bceed95d5cba7bd0b,3.109226942062378,False
pop_0_op_i1_n12_251224_134318,bin_greedy,"The heuristic assigns items to bins by scoring each bin based on a weighted combination of three factors: a quadratic penalty for remaining capacity (favoring fuller bins), a term that increases the score if the item's size is close to the bin's remaining space (encouraging tight fits), and a randomized historical usage component to introduce exploration or break ties.",,True,,deepseek-chat,3f4df2b414d50628a6be45b139a8e9446b9438bc9290a6e49312e653fe25b0b2,3.1257541179656982,False
pop_0_op_i1_n12_251224_134528,bin_greedy,"The heuristic evaluates candidate placements by combining three weighted factors: the current remaining capacity of a bin, an estimate of how many items are already in the bin, and the remaining capacity after the potential placement. It aims to balance immediate fit with a proxy for bin utilization and future packing flexibility.",,True,,deepseek-chat,bf68133c7e8b2e123853873522e569a8e91634ce9abb361d1e805bd8266336c7,3.308026075363159,False
pop_0_op_i1_n13_251224_134318,bin_greedy,"The heuristic selects a placement for an item by evaluating candidate bins through a weighted multi-criteria scoring function. The criteria balance: (1) maximizing remaining capacity after placement, (2) favoring bins that are already close to being full, and (3) incorporating a stochastic or historical usage factor. The bin with the optimal composite score is chosen, aiming to simultaneously promote efficient space utilization and introduce controlled randomness.",,True,,deepseek-chat,fbb1d3fe90773310f99e6445bf58ba00835040b3f10d07068fc520ea8b07f790,3.491669178009033,False
pop_0_op_i1_n13_251224_134528,bin_greedy,"The heuristic evaluates candidate placements by combining two opposing objectives: it strongly favors placements that leave a bin's remaining capacity as small as possible (pushing it close to full), while applying a secondary, milder penalty for placing items into larger bins. This creates a preference for tightly packing items into existing bins of moderate size rather than spreading them into very large or very empty bins.",,True,,deepseek-chat,2ba4368fd3d729352c58a0b47ad9188e8327aa9b1e9f86dfb1db7122e11fd4a5,3.3215339183807373,False
pop_0_op_i1_n14_251224_134318,bin_greedy,"The heuristic is a scoring function for bin packing. It evaluates candidate bins for placing an item by combining a primary objective (maximizing remaining capacity after placement) with a secondary penalty. The penalty discourages selection of bins that are nearly empty, thereby promoting a more balanced load distribution across bins and reserving space for future items.",,True,,deepseek-chat,4884cb6f89d104b84cc9c2a8973b177667d1a72556faf5d44ea20b7d79b81ac7,2.861186981201172,False
pop_0_op_i1_n15_251224_134318,bin_greedy,"The heuristic assigns items to bins by scoring each potential placement. The score is inversely proportional to the remaining capacity after placement, favoring fits that leave less wasted space. A logarithmic penalty based on the bin's original capacity is subtracted, which implicitly discourages placing items in larger bins when smaller ones are available, promoting a tighter overall packing.",,True,,deepseek-chat,061dd0c61c7cea1eff9dba08b6d668dc28b2d87475f2bca28732d0888a7af260,3.1199350357055664,False
pop_0_op_i1_n16_251224_134318,bin_greedy,"The heuristic evaluates candidate placements by combining a measure of remaining capacity (favoring tighter fits) with a penalty that discourages placing items in bins that are already well-suited for many identical items, thereby promoting a diverse distribution of items across bins to avoid premature saturation.",,True,,deepseek-chat,20e41450a87949565868d7730fe3ee33e2a5409045a7dd9ca519d29e2d936f82,3.1861910820007324,False
pop_0_op_i1_n18_251224_134318,bin_greedy,"The heuristic selects a placement for an item by scoring candidate bins based on a multi-criteria function. It primarily favors bins with larger remaining capacity. It applies a penalty to bins that are nearly full to avoid creating tight fits. It also incorporates a diversity factor that slightly favors bins with fewer similar items, promoting a more balanced distribution. The final score is a multiplicative combination of these factors, guiding a greedy selection toward bins that are spacious, not critically close to full, and underutilized in terms of item count.",,True,,deepseek-chat,e603693a2c7e573fbb7550da9b482ac131d3715b3f0f9408f4886e19c0ddc721,4.511007070541382,False
pop_0_op_i1_n19_251224_134318,bin_greedy,"The heuristic evaluates candidate placements by scoring bins based on a combination of their remaining capacity and the number of items they already contain. It prioritizes bins that are neither empty nor full, while penalizing bins with many items to encourage balanced loads. The scoring function integrates capacity utilization and item count to guide a greedy selection process.",,True,,deepseek-chat,4bde421f7ee5d543ef03441723fc37e189fa7e3010fdba090c4c8c22d5a12e47,3.0113918781280518,False
pop_0_op_i1_n1_251224_134318,bin_greedy,"The heuristic is a scoring function for bin selection. It prioritizes bins based on a combination of two factors: the remaining capacity (favoring bins with more space) and the estimated number of items already placed (favoring bins with fewer items). This creates a trade-off, aiming to balance load across bins while still leaving sufficient free space.",,True,,deepseek-chat,0e5fbc937a432bea3395d6754b4cbe71bed80555d6280610d1e81b0d4551a41d,2.8992068767547607,False
pop_0_op_i1_n1_251224_134528,bin_greedy,"The heuristic is a scoring function for bin-packing-like problems. It evaluates candidate placements for an item by combining multiple factors: favoring bins with sufficient remaining capacity, penalizing bins that would become nearly full, and encouraging an even distribution of items across bins. The final score is a multiplicative combination of these normalized factors to guide a greedy selection.",,True,,deepseek-chat,db6e7d38165cd02c6b4e2782a85d4fa446127fa7d4b63cd7aaca005293d926a5,2.9200990200042725,False
pop_0_op_i1_n2_251224_134318,bin_greedy,"The heuristic is a scoring function for bin-packing problems. It evaluates candidate bins for an item by combining three factors: it primarily prefers bins where the remaining capacity after placement is minimized, it secondarily penalizes bins that are already close to being completely full to avoid creating near-overfull bins, and it includes a minor penalty for larger bins to encourage filling smaller bins first, promoting a more balanced utilization of resources.",,True,,deepseek-chat,2b5a0dedc676e2ed24e1084ff2daf5c675d2bb1fcd65227c8b71c4e25e6f7086,3.9681200981140137,False
pop_0_op_i1_n2_251224_134528,bin_greedy,"The heuristic is a scoring function for bin packing. It evaluates candidate bins for placing an item by combining a base score (remaining capacity after placement) with a fill factor (item-to-bin capacity ratio) to favor fuller bins. It also applies a logarithmic penalty for the resulting empty space to discourage creating large gaps. The final score balances immediate fit, long-term bin utilization, and avoidance of wasteful fragmentation.",,True,,deepseek-chat,5046d2ff69ea8e7a590e3f5ca456818606bb30e45ec2c8e3b0a125e8a1606e37,3.532958984375,False
pop_0_op_i1_n4_251224_134318,bin_greedy,"The heuristic evaluates candidate placements by combining three factors: a primary measure of how well an item fits into the remaining space, a penalty for placements that leave a bin nearly full (to avoid creating unusable small gaps), and a factor that implicitly considers the current load of a bin to promote balanced distribution. It selects the placement with the highest composite score.",,True,,deepseek-chat,038466845285ed7f138ef182c7d67438cf7f36098ae5169b2d24db9e27e02e47,2.9059300422668457,False
pop_0_op_i1_n4_251224_134528,bin_greedy,"The heuristic evaluates candidate placements by combining two factors: it favors placements that result in a higher number of identical items in a bin (promoting grouping), while simultaneously penalizing placements that leave very little remaining capacity in a bin (promoting balanced utilization). The final score is a weighted sum of these two components.",,True,,deepseek-chat,8021fe8bf0039724c22ca1122bdc6029486dafa0cce54a7a25c0a96445e0c022,2.797424077987671,False
pop_0_op_i1_n5_251224_134318,bin_greedy,"The heuristic evaluates candidate placements by combining multiple criteria into a single score. It prioritizes bins where the item fits tightly, penalizes bins that are already at maximum capacity, and balances the desire to fill bins against the goal of maintaining flexibility in remaining capacity. The scoring function is a weighted sum of normalized fit, inverse slack, and a small bias toward less-filled bins.",,True,,deepseek-chat,744deb5dd4750add36fe6eb51b4a83be61a204eba268c51ad45fee69c6cc1c56,3.1668291091918945,False
pop_0_op_i1_n5_251224_134528,bin_greedy,"The heuristic evaluates candidate placements by a weighted combination of two criteria: the remaining capacity after placement (favoring larger leftover space) and a measure of bin utilization (favoring bins that are already more full, to promote consolidation). It only considers placements where the item fits.",,True,,deepseek-chat,97ce0db4430c926f9c8cd59a2a4147aeebe1f89259a064d4f62053d4fac4b3ac,3.0894479751586914,False
pop_0_op_i1_n6_251224_134318,bin_greedy,"The heuristic is a scoring function for bin-packing-like problems. It evaluates candidate bins for placing an item by combining three factors: favoring bins with larger remaining capacity, penalizing bins that are nearly full (where the remaining capacity is small relative to the item size), and preferring bins that are estimated to contain fewer items. The final score is a weighted linear combination of these components.",,True,,deepseek-chat,60e3e1c008e1f99e15fbe5029bc23977522ca715b01ec8dd22b44f26c19f5125,3.0974888801574707,False
pop_0_op_i1_n6_251224_134528,bin_greedy,"The heuristic is a scoring function for bin packing that selects a bin for an item by combining three criteria: it prioritizes bins with minimal remaining capacity after placement (to reduce fragmentation), favors bins that will achieve high utilization, and penalizes larger bins to encourage filling smaller bins first, thereby promoting balanced utilization and minimizing wasted space.",,True,,deepseek-chat,a4c1c25900f59ff7e379fb03646e83ea707663080bdbd94ae644981a78862884,3.0000879764556885,False
pop_0_op_i1_n7_251224_134318,bin_greedy,"The heuristic evaluates candidate placements for an item by scoring each bin based on a combination of: (1) the remaining capacity after hypothetical placement, (2) an exponential decay factor that depends on how many additional identical items could still fit, and (3) a penalty inversely related to the bin's total capacity. The goal is to favor bins where the item fits well without wasting space, while also considering long-term packing efficiency and scaling the penalty by bin size.",,True,,deepseek-chat,c8fbc9fd95b72be762979a0e8b36b40ab2df2817a55613c6fc8e325fad9de8c6,3.7013909816741943,False
pop_0_op_i1_n7_251224_134528,bin_greedy,"The heuristic selects a placement for an item by scoring candidate bins based on two combined factors: a primary preference for bins with larger remaining capacity (to promote balanced utilization), and a secondary penalty that disproportionately discourages selection of bins with smaller capacities (to avoid creating overly full bins). The scoring function is continuous and deterministic.",,True,,deepseek-chat,1a9d59d2488cb66df3de7e8bc58703d59da9f17fc84b44bab78b2dc336cfe20f,3.3697590827941895,False
