raw_app_type,heuristic_id,repeat_idx,objective,prediction_raw,prediction_clamped,confidence,parse_ok,parse_error,raw_text
puzzle_astar,pop_6_op_e2_n12_251008_063903,8,2.5337,1.903635,1.903635,0.75,True,,"{
  ""prediction"": 1.903635,
  ""confidence"": 0.75
}"
puzzle_astar,pop_6_op_e2_n12_251008_063903,9,2.5337,1.903635,1.903635,0.75,True,,"{
  ""prediction"": 1.903635,
  ""confidence"": 0.75
}"
puzzle_astar,pop_10_op_e1_n13_251005_121244,0,2.5337,0.85,0.85,0.65,True,,"```json
{
""prediction"": 0.85,
""confidence"": 0.65
}
```"
puzzle_astar,pop_10_op_e1_n13_251005_121244,1,2.5337,1.903685,1.903685,0.75,True,,"{
  ""prediction"": 1.903685,
  ""confidence"": 0.75
}"
puzzle_astar,pop_10_op_e1_n13_251005_121244,2,2.5337,1.5,1.5,0.6,True,,"{
  ""prediction"": 1.5,
  ""confidence"": 0.6
}"
puzzle_astar,pop_10_op_e1_n13_251005_121244,3,2.5337,1.903,1.903,0.65,True,,"{
  ""prediction"": 1.903,
  ""confidence"": 0.65
}"
puzzle_astar,pop_10_op_e1_n13_251005_121244,4,2.5337,1.2,1.2,0.65,True,,"{
  ""prediction"": 1.2,
  ""confidence"": 0.65
}"
puzzle_astar,pop_10_op_e1_n13_251005_121244,5,2.5337,0.7,0.7,0.65,True,,"{
  ""prediction"": 0.7,
  ""confidence"": 0.65
}"
puzzle_astar,pop_10_op_e1_n13_251005_121244,6,2.5337,1.5,1.5,0.65,True,,"{
  ""prediction"": 1.5,
  ""confidence"": 0.65
}"
puzzle_astar,pop_10_op_e1_n13_251005_121244,7,2.5337,1.2,1.2,0.7,True,,"{
  ""prediction"": 1.2,
  ""confidence"": 0.7
}"
puzzle_astar,pop_10_op_e1_n13_251005_121244,8,2.5337,1.903785,1.903785,0.75,True,,"```json
{
""prediction"": 1.903785,
""confidence"": 0.75
}
```"
puzzle_astar,pop_10_op_e1_n13_251005_121244,9,2.5337,0.8,0.8,0.7,True,,"{
  ""prediction"": 0.8,
  ""confidence"": 0.7
}"
puzzle_astar,pop_10_op_e2_n2_251024_003548,0,1.55274,1.903635,1.903635,0.75,True,,"{
    ""prediction"": 1.903635,
    ""confidence"": 0.75
}"
puzzle_astar,pop_10_op_e2_n2_251024_003548,1,1.55274,1.903635,1.903635,0.65,True,,"{
  ""prediction"": 1.903635,
  ""confidence"": 0.65
}"
puzzle_astar,pop_10_op_e2_n2_251024_003548,2,1.55274,0.8,0.8,0.65,True,,"{
  ""prediction"": 0.8,
  ""confidence"": 0.65
}"
puzzle_astar,pop_10_op_e2_n2_251024_003548,3,1.55274,1.903635,1.903635,0.75,True,,"{
  ""prediction"": 1.903635,
  ""confidence"": 0.75
}"
puzzle_astar,pop_10_op_e2_n2_251024_003548,4,1.55274,1.903635,1.903635,0.65,True,,"{
    ""prediction"": 1.903635,
    ""confidence"": 0.65
}"
puzzle_astar,pop_10_op_e2_n2_251024_003548,5,1.55274,0.8,0.8,0.65,True,,"{
  ""prediction"": 0.8,
  ""confidence"": 0.65
}"
puzzle_astar,pop_10_op_e2_n2_251024_003548,6,1.55274,1.903635,1.903635,0.7,True,,"{
  ""prediction"": 1.903635,
  ""confidence"": 0.7
}"
puzzle_astar,pop_10_op_e2_n2_251024_003548,7,1.55274,1.903635,1.903635,0.65,True,,"{
  ""prediction"": 1.903635,
  ""confidence"": 0.65
}"
puzzle_astar,pop_10_op_e2_n2_251024_003548,8,1.55274,1.903635,1.903635,0.75,True,,"{
  ""prediction"": 1.903635,
  ""confidence"": 0.75
}"
puzzle_astar,pop_10_op_e2_n2_251024_003548,9,1.55274,0.8,0.8,0.75,True,,"{
  ""prediction"": 0.8,
  ""confidence"": 0.75
}"
puzzle_astar,pop_1_op_e1_n8_251007_210614,0,2.38235,1.903635,1.903635,0.7,True,,"{
  ""prediction"": 1.903635,
  ""confidence"": 0.7
}"
puzzle_astar,pop_1_op_e1_n8_251007_210614,1,2.38235,1.903635,1.903635,0.75,True,,"{
  ""prediction"": 1.903635,
  ""confidence"": 0.75
}"
puzzle_astar,pop_1_op_e1_n8_251007_210614,2,2.38235,1.903635,1.903635,0.65,True,,"{
  ""prediction"": 1.903635,
  ""confidence"": 0.65
}"
puzzle_astar,pop_1_op_e1_n8_251007_210614,3,2.38235,1.903635,1.903635,0.75,True,,"```json
{
""prediction"": 1.903635,
""confidence"": 0.75
}
```"
puzzle_astar,pop_1_op_e1_n8_251007_210614,4,2.38235,1.9038,1.9038,0.72,True,,"```json
{
""prediction"": 1.9038,
""confidence"": 0.72
}
```"
puzzle_astar,pop_1_op_e1_n8_251007_210614,5,2.38235,1.903635,1.903635,0.65,True,,"{
  ""prediction"": 1.903635,
  ""confidence"": 0.65
}"
puzzle_astar,pop_1_op_e1_n8_251007_210614,6,2.38235,1.903835,1.903835,0.75,True,,"```json
{
""prediction"": 1.903835,
""confidence"": 0.75
}
```"
puzzle_astar,pop_1_op_e1_n8_251007_210614,7,2.38235,1.903635,1.903635,0.75,True,,"{
  ""prediction"": 1.903635,
  ""confidence"": 0.75
}"
puzzle_astar,pop_1_op_e1_n8_251007_210614,8,2.38235,1.903635,1.903635,0.65,True,,"{
  ""prediction"": 1.903635,
  ""confidence"": 0.65
}"
puzzle_astar,pop_1_op_e1_n8_251007_210614,9,2.38235,1.8,1.8,0.65,True,,"{
  ""prediction"": 1.8,
  ""confidence"": 0.65
}"
puzzle_astar,pop_19_op_e2_n13_251006_053013,0,1.84425,1.903685,1.903685,0.65,True,,"{
  ""prediction"": 1.903685,
  ""confidence"": 0.65
}"
puzzle_astar,pop_19_op_e2_n13_251006_053013,1,1.84425,1.8,1.8,0.65,True,,"{
  ""prediction"": 1.8,
  ""confidence"": 0.65
}"
puzzle_astar,pop_19_op_e2_n13_251006_053013,2,1.84425,1.9037,1.9037,0.72,True,,"```json
{
""prediction"": 1.9037,
""confidence"": 0.72
}
```"
puzzle_astar,pop_19_op_e2_n13_251006_053013,3,1.84425,1.903685,1.903685,0.72,True,,"```json
{
""prediction"": 1.903685,
""confidence"": 0.72
}
```"
puzzle_astar,pop_19_op_e2_n13_251006_053013,4,1.84425,1.8,1.8,0.65,True,,"{
  ""prediction"": 1.8,
  ""confidence"": 0.65
}"
puzzle_astar,pop_19_op_e2_n13_251006_053013,5,1.84425,1.75,1.75,0.65,True,,"{
  ""prediction"": 1.75,
  ""confidence"": 0.65
}"
puzzle_astar,pop_19_op_e2_n13_251006_053013,6,1.84425,1.903,1.903,0.65,True,,"{
  ""prediction"": 1.903,
  ""confidence"": 0.65
}"
puzzle_astar,pop_19_op_e2_n13_251006_053013,7,1.84425,1.903,1.903,0.65,True,,"```json
{
""prediction"": 1.903,
""confidence"": 0.65
}
```"
puzzle_astar,pop_19_op_e2_n13_251006_053013,8,1.84425,1.8,1.8,0.65,True,,"{
  ""prediction"": 1.8,
  ""confidence"": 0.65
}"
puzzle_astar,pop_19_op_e2_n13_251006_053013,9,1.84425,1.903685,1.903685,0.75,True,,"```json
{
""prediction"": 1.903685,
""confidence"": 0.75
}
```"
puzzle_astar,pop_1_op_m1_n17_251004_212208,0,2.20381,2.5337,2.5337,0.85,True,,"{
  ""prediction"": 2.5337,
  ""confidence"": 0.85
}"
puzzle_astar,pop_1_op_m1_n17_251004_212208,1,2.20381,2.5337,2.5337,0.85,True,,"```json
{
""prediction"": 2.5337,
""confidence"": 0.85
}
```"
puzzle_astar,pop_1_op_m1_n17_251004_212208,2,2.20381,2.5337,2.5337,0.85,True,,"```json
{
""prediction"": 2.5337,
""confidence"": 0.85
}
```"
puzzle_astar,pop_1_op_m1_n17_251004_212208,3,2.20381,2.5337,2.5337,0.85,True,,"```json
{
""prediction"": 2.5337,
""confidence"": 0.85
}
```"
puzzle_astar,pop_1_op_m1_n17_251004_212208,4,2.20381,2.5337,2.5337,0.8,True,,"{
  ""prediction"": 2.5337,
  ""confidence"": 0.8
}"
puzzle_astar,pop_1_op_m1_n17_251004_212208,5,2.20381,2.5337,2.5337,0.85,True,,"{
  ""prediction"": 2.5337,
  ""confidence"": 0.85
}"
puzzle_astar,pop_1_op_m1_n17_251004_212208,6,2.20381,2.5337,2.5337,0.85,True,,"```json
{
""prediction"": 2.5337,
""confidence"": 0.85
}
```"
puzzle_astar,pop_1_op_m1_n17_251004_212208,7,2.20381,2.5337,2.5337,0.8,True,,"{
  ""prediction"": 2.5337,
  ""confidence"": 0.8
}"
puzzle_astar,pop_1_op_m1_n17_251004_212208,8,2.20381,2.5337,2.5337,0.85,True,,"{
  ""prediction"": 2.5337,
  ""confidence"": 0.85
}"
puzzle_astar,pop_1_op_m1_n17_251004_212208,9,2.20381,2.5337,2.5337,0.8,True,,"{
  ""prediction"": 2.5337,
  ""confidence"": 0.8
}"
puzzle_astar,pop_15_op_m2_n16_251024_091905,0,0.98115,0.8,0.8,0.65,True,,"{
  ""prediction"": 0.8,
  ""confidence"": 0.65
}"
puzzle_astar,pop_15_op_m2_n16_251024_091905,1,0.98115,0.8,0.8,0.65,True,,"{
  ""prediction"": 0.8,
  ""confidence"": 0.65
}"
puzzle_astar,pop_15_op_m2_n16_251024_091905,2,0.98115,1.2,1.2,0.7,True,,"{
  ""prediction"": 1.2,
  ""confidence"": 0.7
}"
puzzle_astar,pop_15_op_m2_n16_251024_091905,3,0.98115,1.2,1.2,0.65,True,,"{
  ""prediction"": 1.2,
  ""confidence"": 0.65
}"
puzzle_astar,pop_15_op_m2_n16_251024_091905,4,0.98115,0.8,0.8,0.65,True,,"{
  ""prediction"": 0.8,
  ""confidence"": 0.65
}"
puzzle_astar,pop_15_op_m2_n16_251024_091905,5,0.98115,1.8,1.8,0.6,True,,"{
  ""prediction"": 1.8,
  ""confidence"": 0.6
}"
puzzle_astar,pop_15_op_m2_n16_251024_091905,6,0.98115,1.8,1.8,0.65,True,,"{
    ""prediction"": 1.8,
    ""confidence"": 0.65
}"
puzzle_astar,pop_15_op_m2_n16_251024_091905,7,0.98115,1.90377,1.90377,0.75,True,,"{
  ""prediction"": 1.90377,
  ""confidence"": 0.75
}"
puzzle_astar,pop_15_op_m2_n16_251024_091905,8,0.98115,1.9038,1.9038,0.75,True,,"```json
{
""prediction"": 1.9038,
""confidence"": 0.75
}
```"
puzzle_astar,pop_15_op_m2_n16_251024_091905,9,0.98115,1.8,1.8,0.65,True,,"{
  ""prediction"": 1.8,
  ""confidence"": 0.65
}"
premarshalling_astar,pop_2_op_e1_n16_250825_115049,0,13.9329,0.455,0.455,0.65,True,,"{
    ""prediction"": 0.455,
    ""confidence"": 0.65
}"
premarshalling_astar,pop_2_op_e1_n16_250825_115049,1,13.9329,0.455,0.455,0.75,True,,"{
    ""prediction"": 0.455,
    ""confidence"": 0.75
}"
premarshalling_astar,pop_2_op_e1_n16_250825_115049,2,13.9329,0.455,0.455,0.7,True,,"{
    ""prediction"": 0.455,
    ""confidence"": 0.7
}"
premarshalling_astar,pop_2_op_e1_n16_250825_115049,3,13.9329,0.42655,0.42655,0.65,True,,"{
    ""prediction"": 0.42655,
    ""confidence"": 0.65
}"
premarshalling_astar,pop_2_op_e1_n16_250825_115049,4,13.9329,0.455,0.455,0.7,True,,"{
    ""prediction"": 0.455,
    ""confidence"": 0.7
}"
premarshalling_astar,pop_2_op_e1_n16_250825_115049,5,13.9329,0.42655,0.42655,0.75,True,,"```json
{
""prediction"": 0.42655,
""confidence"": 0.75
}
```"
premarshalling_astar,pop_2_op_e1_n16_250825_115049,6,13.9329,0.456,0.456,0.7,True,,"{
    ""prediction"": 0.456,
    ""confidence"": 0.7
}"
premarshalling_astar,pop_2_op_e1_n16_250825_115049,7,13.9329,0.426,0.426,0.75,True,,"{
    ""prediction"": 0.426,
    ""confidence"": 0.75
}"
premarshalling_astar,pop_2_op_e1_n16_250825_115049,8,13.9329,0.456,0.456,0.75,True,,"{
    ""prediction"": 0.456,
    ""confidence"": 0.75
}"
premarshalling_astar,pop_2_op_e1_n16_250825_115049,9,13.9329,0.456,0.456,0.65,True,,"{
    ""prediction"": 0.456,
    ""confidence"": 0.65
}"
premarshalling_astar,pop_11_op_m1_n8_250821_204759,0,0.37113,0.210055,0.210055,0.65,True,,"{
  ""prediction"": 0.210055,
  ""confidence"": 0.65
}"
premarshalling_astar,pop_11_op_m1_n8_250821_204759,1,0.37113,0.21006,0.21006,0.75,True,,"{
  ""prediction"": 0.21006,
  ""confidence"": 0.75
}"
premarshalling_astar,pop_11_op_m1_n8_250821_204759,2,0.37113,0.210055,0.210055,0.7,True,,"{
  ""prediction"": 0.210055,
  ""confidence"": 0.7
}"
premarshalling_astar,pop_11_op_m1_n8_250821_204759,3,0.37113,0.210055,0.210055,0.75,True,,"{
    ""prediction"": 0.210055,
    ""confidence"": 0.75
}"
premarshalling_astar,pop_11_op_m1_n8_250821_204759,4,0.37113,0.210055,0.210055,0.7,True,,"{
  ""prediction"": 0.210055,
  ""confidence"": 0.7
}"
premarshalling_astar,pop_11_op_m1_n8_250821_204759,5,0.37113,0.210055,0.210055,0.75,True,,"{
  ""prediction"": 0.210055,
  ""confidence"": 0.75
}"
premarshalling_astar,pop_11_op_m1_n8_250821_204759,6,0.37113,0.210055,0.210055,0.75,True,,"{
  ""prediction"": 0.210055,
  ""confidence"": 0.75
}"
premarshalling_astar,pop_11_op_m1_n8_250821_204759,7,0.37113,0.210055,0.210055,0.75,True,,"{
  ""prediction"": 0.210055,
  ""confidence"": 0.75
}"
premarshalling_astar,pop_11_op_m1_n8_250821_204759,8,0.37113,0.210055,0.210055,0.75,True,,"{
  ""prediction"": 0.210055,
  ""confidence"": 0.75
}"
premarshalling_astar,pop_11_op_m1_n8_250821_204759,9,0.37113,0.33863,0.33863,0.85,True,,"{
""prediction"": 0.33863,
""confidence"": 0.85
}"
premarshalling_astar,pop_12_op_e2_n9_250821_212419,0,0.49223,0.210055,0.210055,0.75,True,,"{
    ""prediction"": 0.210055,
    ""confidence"": 0.75
}"
premarshalling_astar,pop_12_op_e2_n9_250821_212419,1,0.49223,0.210055,0.210055,0.7,True,,"{
    ""prediction"": 0.210055,
    ""confidence"": 0.7
}"
premarshalling_astar,pop_12_op_e2_n9_250821_212419,2,0.49223,0.210055,0.210055,0.75,True,,"{
    ""prediction"": 0.210055,
    ""confidence"": 0.75
}"
premarshalling_astar,pop_12_op_e2_n9_250821_212419,3,0.49223,0.21005,0.21005,0.65,True,,"{
  ""prediction"": 0.21005,
  ""confidence"": 0.65
}"
premarshalling_astar,pop_12_op_e2_n9_250821_212419,4,0.49223,0.210055,0.210055,0.65,True,,"{
    ""prediction"": 0.210055,
    ""confidence"": 0.65
}"
premarshalling_astar,pop_12_op_e2_n9_250821_212419,5,0.49223,0.210055,0.210055,0.7,True,,"{
    ""prediction"": 0.210055,
    ""confidence"": 0.7
}"
premarshalling_astar,pop_12_op_e2_n9_250821_212419,6,0.49223,0.210055,0.210055,0.75,True,,"```json
{
""prediction"": 0.210055,
""confidence"": 0.75
}
```"
premarshalling_astar,pop_12_op_e2_n9_250821_212419,7,0.49223,0.210055,0.210055,0.75,True,,"{
  ""prediction"": 0.210055,
  ""confidence"": 0.75
}"
premarshalling_astar,pop_12_op_e2_n9_250821_212419,8,0.49223,0.210055,0.210055,0.7,True,,"{
    ""prediction"": 0.210055,
    ""confidence"": 0.7
}"
premarshalling_astar,pop_12_op_e2_n9_250821_212419,9,0.49223,0.210055,0.210055,0.75,True,,"{
    ""prediction"": 0.210055,
    ""confidence"": 0.75
}"
premarshalling_astar,pop_19_op_e1_n5_250822_032916,0,0.67559,0.33863,0.33863,0.85,True,,"{
  ""prediction"": 0.33863,
  ""confidence"": 0.85
}"
premarshalling_astar,pop_19_op_e1_n5_250822_032916,1,0.67559,0.210055,0.210055,0.75,True,,"{
  ""prediction"": 0.210055,
  ""confidence"": 0.75
}"
premarshalling_astar,pop_19_op_e1_n5_250822_032916,2,0.67559,0.210055,0.210055,0.85,True,,"```json
{
""prediction"": 0.210055,
""confidence"": 0.85
}
```"
premarshalling_astar,pop_19_op_e1_n5_250822_032916,3,0.67559,0.210055,0.210055,0.75,True,,"{
  ""prediction"": 0.210055,
  ""confidence"": 0.75
}"
premarshalling_astar,pop_19_op_e1_n5_250822_032916,4,0.67559,0.33863,0.33863,0.85,True,,"{
  ""prediction"": 0.33863,
  ""confidence"": 0.85
}"
premarshalling_astar,pop_19_op_e1_n5_250822_032916,5,0.67559,0.210055,0.210055,0.85,True,,"```json
{
""prediction"": 0.210055,
""confidence"": 0.85
}
```"
premarshalling_astar,pop_19_op_e1_n5_250822_032916,6,0.67559,0.210055,0.210055,0.75,True,,"{
  ""prediction"": 0.210055,
  ""confidence"": 0.75
}"
premarshalling_astar,pop_19_op_e1_n5_250822_032916,7,0.67559,0.33863,0.33863,0.85,True,,"```json
{
""prediction"": 0.33863,
""confidence"": 0.85
}
```"
premarshalling_astar,pop_19_op_e1_n5_250822_032916,8,0.67559,0.210055,0.210055,0.85,True,,"```json
{
""prediction"": 0.210055,
""confidence"": 0.85
}
```"
premarshalling_astar,pop_19_op_e1_n5_250822_032916,9,0.67559,0.210055,0.210055,0.85,True,,"```json
{
""prediction"": 0.210055,
""confidence"": 0.85
}
```"
premarshalling_astar,pop_16_op_m2_n6_250819_135235,0,0.33867,0.57173,0.57173,0.65,True,,"```json
{
""prediction"": 0.57173,
""confidence"": 0.65
}
```"
premarshalling_astar,pop_16_op_m2_n6_250819_135235,1,0.33867,0.57173,0.57173,0.65,True,,"```json
{
""prediction"": 0.57173,
""confidence"": 0.65
}
```"
premarshalling_astar,pop_16_op_m2_n6_250819_135235,2,0.33867,0.57173,0.57173,0.65,True,,"```json
{
""prediction"": 0.57173,
""confidence"": 0.65
}
```"
premarshalling_astar,pop_16_op_m2_n6_250819_135235,3,0.33867,0.21005,0.21005,0.65,True,,"{
    ""prediction"": 0.21005,
    ""confidence"": 0.65
}"
premarshalling_astar,pop_16_op_m2_n6_250819_135235,4,0.33867,0.21005,0.21005,0.65,True,,"{
    ""prediction"": 0.21005,
    ""confidence"": 0.65
}"
premarshalling_astar,pop_16_op_m2_n6_250819_135235,5,0.33867,0.21005,0.21005,0.65,True,,"{
    ""prediction"": 0.21005,
    ""confidence"": 0.65
}"
premarshalling_astar,pop_16_op_m2_n6_250819_135235,6,0.33867,0.21005,0.21005,0.65,True,,"{
    ""prediction"": 0.21005,
    ""confidence"": 0.65
}"
premarshalling_astar,pop_16_op_m2_n6_250819_135235,7,0.33867,0.21005,0.21005,0.65,True,,"{
    ""prediction"": 0.21005,
    ""confidence"": 0.65
}"
premarshalling_astar,pop_16_op_m2_n6_250819_135235,8,0.33867,0.21005,0.21005,0.65,True,,"{
    ""prediction"": 0.21005,
    ""confidence"": 0.65
}"
premarshalling_astar,pop_16_op_m2_n6_250819_135235,9,0.33867,0.21005,0.21005,0.65,True,,"{
    ""prediction"": 0.21005,
    ""confidence"": 0.65
}"
premarshalling_astar,pop_12_op_m1_n8_250821_213956,0,0.32752,0.255055,0.255055,0.85,True,,"```json
{
""prediction"": 0.255055,
""confidence"": 0.85
}
```"
premarshalling_astar,pop_12_op_m1_n8_250821_213956,1,0.32752,0.57173,0.57173,0.85,True,,"{
  ""prediction"": 0.57173,
  ""confidence"": 0.85
}"
premarshalling_astar,pop_12_op_m1_n8_250821_213956,2,0.32752,0.255055,0.255055,0.7,True,,"{
    ""prediction"": 0.255055,
    ""confidence"": 0.7
}"
premarshalling_astar,pop_12_op_m1_n8_250821_213956,3,0.32752,0.57173,0.57173,0.8,True,,"{
    ""prediction"": 0.57173,
    ""confidence"": 0.8
}"
premarshalling_astar,pop_12_op_m1_n8_250821_213956,4,0.32752,0.57173,0.57173,0.85,True,,"```json
{
""prediction"": 0.57173,
""confidence"": 0.85
}
```"
premarshalling_astar,pop_12_op_m1_n8_250821_213956,5,0.32752,0.57173,0.57173,0.8,True,,"{
    ""prediction"": 0.57173,
    ""confidence"": 0.8
}"
premarshalling_astar,pop_12_op_m1_n8_250821_213956,6,0.32752,0.57173,0.57173,0.85,True,,"```json
{
""prediction"": 0.57173,
""confidence"": 0.85
}
```"
premarshalling_astar,pop_12_op_m1_n8_250821_213956,7,0.32752,0.57173,0.57173,0.85,True,,"```json
{
""prediction"": 0.57173,
""confidence"": 0.85
}
```"
premarshalling_astar,pop_12_op_m1_n8_250821_213956,8,0.32752,0.57173,0.57173,0.85,True,,"{
    ""prediction"": 0.57173,
    ""confidence"": 0.85
}"
premarshalling_astar,pop_12_op_m1_n8_250821_213956,9,0.32752,0.33863,0.33863,0.75,True,,"{
  ""prediction"": 0.33863,
  ""confidence"": 0.75
}"
premarshalling_astar,pop_7_op_e2_n12_250817_235400,0,6.71703,0.21005,0.21005,0.75,True,,"```json
{
""prediction"": 0.21005,
""confidence"": 0.75
}
```"
premarshalling_astar,pop_7_op_e2_n12_250817_235400,1,6.71703,0.21045,0.21045,0.75,True,,"```json
{
""prediction"": 0.21045,
""confidence"": 0.75
}
```"
premarshalling_astar,pop_7_op_e2_n12_250817_235400,2,6.71703,0.21025,0.21025,0.75,True,,"```json
{
""prediction"": 0.21025,
""confidence"": 0.75
}
```"
