heuristic_id,raw_app_type,instance_scale,filename,strategy,algorithm,code,objective,task_name,is_timeout
pop_0_op_e1_n7_250815_114538,premarshalling_astar,results_20250815_092046_multibay_reshuffle_astar_qwen25coder32b_ueTrue_uiFalse_uitypeNone,program_pop_0_op_e1_n7_250815_114538.json,e1,"This heuristic calculates the score based on the sum of distances each load needs to move to reach its correct position, considering the current configuration of lanes and stacks.}
","def score_state(state):
    total_distance = 0
    target_positions = {}
    
    # Create a dictionary to store the target positions for each non-zero item
    sorted_stacks = [sorted([item for item in stack if item != 0]) for stack in state]
    index = 0
    for i, stack in enumerate(sorted_stacks):
        for j, item in enumerate(stack):
            if item not in target_positions:
                target_positions[item] = (i, j)
    
    # Calculate the total distance each load needs to move to its correct position
    for i, stack in enumerate(state):
        for j, item in enumerate(stack):
            if item != 0 and (target_positions[item][0] != i or target_positions[item][1] != j):
                ti, tj = target_positions[item]
                total_distance += abs(ti - i) + abs(tj - j)
    
    return  total_distance
",7.19921,Premarshalling,False
pop_0_op_e1_n8_250815_114538,premarshalling_astar,results_20250815_092046_multibay_reshuffle_astar_qwen25coder32b_ueTrue_uiFalse_uitypeNone,program_pop_0_op_e1_n8_250815_114538.json,e1,"The heuristic calculates the score based on the maximum distance any item is from its target position, aiming to prioritize states where items are closer to their final destinations.
","def score_state(state):
    max_distance = 0
    for stack in state:
        non_zero_stack = [item for item in stack if item != 0]
        n = len(non_zero_stack)
        for i in range(n):
            target_pos = n - 1 - i
            current_pos = i
            distance = abs(target_pos - current_pos)
            max_distance = max(max_distance, distance * non_zero_stack[i])
    return  max_distance
",8.8729,Premarshalling,False
pop_0_op_e1_n9_250815_114538,premarshalling_astar,results_20250815_092046_multibay_reshuffle_astar_qwen25coder32b_ueTrue_uiFalse_uitypeNone,program_pop_0_op_e1_n9_250815_114538.json,e1,"The heuristic calculates the score based on the sum of squared differences between each stack's current order and its sorted order, aiming to penalize larger discrepancies more heavily.
","def score_state(state):
    score = 0
    for stack in state:
        sorted_stack = sorted(stack)
        n = len(stack)
        for i in range(n):
            if stack[i] != 0:
                target_position = sorted_stack.index(stack[i])
                score += (i - target_position) ** 2
    return  score
",0.86273,Premarshalling,False
pop_0_op_e2_n0_250815_130509,premarshalling_astar,results_20250815_092046_multibay_reshuffle_astar_qwen25coder32b_ueTrue_uiFalse_uitypeNone,program_pop_0_op_e2_n0_250815_130509.json,e2,"This heuristic scores the state by calculating the weighted sum of misplaced loads, where each misplaced load's penalty is incremented by the number of loads already incorrectly positioned below it in the same stack.
","def score_state(state):
    score = 0
    n_stacks = len(state)
    for i in range(n_stacks):
        stack = state[i]
        misplaced_below = 0
        for j in range(len(stack)):
            if stack[j] != 0:
                correct_stack_index = stack[j] - 1
                if i != correct_stack_index or j > sum(1 for s in state[correct_stack_index] if s == 0):
                    score += (misplaced_below + 1)
                else:
                    misplaced_below = 0
            else:
                misplaced_below = 0
    return  score
",10.7329,Premarshalling,False
pop_0_op_e2_n10_250815_130509,premarshalling_astar,results_20250815_092046_multibay_reshuffle_astar_qwen25coder32b_ueTrue_uiFalse_uitypeNone,program_pop_0_op_e2_n10_250815_130509.json,e2,"The heuristic calculates the score based on the sum of distances each load must travel to its correct stack, adjusted by the number of loads that block the direct path to the target position.
","def score_state(state):
    score = 0
    n_stacks = len(state)
    for i in range(n_stacks):
        stack = state[i]
        for j in range(len(stack)):
            if stack[j] != 0:
                correct_stack_index = stack[j] - 1
                distance_to_correct_stack = abs(i - correct_stack_index)
                blocking_loads = sum(1 for k in range(correct_stack_index, i) if state[k][j] != 0) if i > correct_stack_index else sum(1 for k in range(correct_stack_index + 1, i + 1) if state[k][j] != 0)
                score += distance_to_correct_stack * (blocking_loads + 1)
    return  score
",1.74969,Premarshalling,False
pop_0_op_e2_n11_250815_130509,premarshalling_astar,results_20250815_092046_multibay_reshuffle_astar_qwen25coder32b_ueTrue_uiFalse_uitypeNone,program_pop_0_op_e2_n11_250815_130509.json,e2,"The heuristic calculates the score based on the sum of the product of each container's distance from its target position and a factor that increases with the number of containers out of order before it, penalizing disordered states more heavily.
","def score_state(state):
    num_lanes = len(state)
    lane_length = len(state[0])
    total_score = 0
    
    for i in range(num_lanes):
        stack = state[i]
        for j in range(lane_length - 1):
            if stack[j] > stack[j + 1] and stack[j] != 0:
                target_lane = (stack[j] - 1) // lane_length
                target_position = (stack[j] - 1) % lane_length
                disorder_factor = sum(1 for x in stack[:j+1] if x > stack[j])
                total_score += abs(target_lane - i) + abs(target_position - j) * disorder_factor
    
    return  total_score
",4.12389,Premarshalling,False
pop_0_op_e2_n12_250815_130509,premarshalling_astar,results_20250815_092046_multibay_reshuffle_astar_qwen25coder32b_ueTrue_uiFalse_uitypeNone,program_pop_0_op_e2_n12_250815_130509.json,e2,"The heuristic calculates the score based on the sum of the squared differences between each load's current position and its target position, adjusted by the number of non-zero loads to penalize states where containers are farther from their correct positions more heavily.
","def score_state(state):
    score = 0
    n_lanes = len(state)
    n_slots = len(state[0]) if state else 0
    total_loads = sum(value > 0 for lane in state for value in lane)
    
    for i in range(n_lanes):
        for j in range(n_slots):
            value = state[i][j]
            if value > 0:
                target_position = (value - 1) % n_slots
                score += (abs(j - target_position)) ** 2
    
    return  score
",1.44927,Premarshalling,False
pop_0_op_e2_n13_250815_130509,premarshalling_astar,results_20250815_092046_multibay_reshuffle_astar_qwen25coder32b_ueTrue_uiFalse_uitypeNone,program_pop_0_op_e2_n13_250815_130509.json,e2,"The heuristic calculates the score based on the cumulative penalty for each load being out of order, with penalties increasing linearly with the distance from the correct position, and additionally penalizes stacks that are not fully sorted by their maximum height.
","def score_state(state):
    score = 0
    n_lanes = len(state)
    n_slots = len(state[0]) if state else 0

    for i in range(n_lanes):
        lane = state[i]
        max_height = len(lane) - sum(1 for x in lane if x == 0)
        sorted_lane = sorted(lane, key=lambda x: (x == 0, x))
        for j in range(n_slots - 1):
            if lane[j] > lane[j + 1]:
                distance = n_slots - j - 1
                score += distance * (lane[j] - lane[j + 1])
        if lane != sorted_lane:
            score += max_height

    return  score
",0.68895,Premarshalling,False
pop_0_op_e2_n14_250815_130509,premarshalling_astar,results_20250815_092046_multibay_reshuffle_astar_qwen25coder32b_ueTrue_uiFalse_uitypeNone,program_pop_0_op_e2_n14_250815_130509.json,e2,"The heuristic calculates the score based on the sum of the distances from each load to its nearest correctly positioned load, with additional penalties for loads that are out of order relative to their neighbors.
","def score_state(state):
    score = 0
    n_lanes = len(state)
    n_slots = len(state[0]) if state else 0

    for i in range(n_lanes):
        lane = state[i]
        sorted_lane = sorted(lane, key=lambda x: (x == 0, x))
        for j in range(n_slots):
            if lane[j] != 0:
                target_index = sorted_lane.index(lane[j])
                score += abs(j - target_index)
                if j > 0 and lane[j] < lane[j - 1]:
                    score += 2
    return  score
",1.27705,Premarshalling,False
pop_0_op_e2_n15_250815_130509,premarshalling_astar,results_20250815_092046_multibay_reshuffle_astar_qwen25coder32b_ueTrue_uiFalse_uitypeNone,program_pop_0_op_e2_n15_250815_130509.json,e2,"This heuristic calculates the score based on the sum of penalties for each load, where penalty is determined by the number of loads that are out of order in front of it in their respective stacks, adjusted by the depth of the stack to prioritize resolving issues in deeper stacks.
","def score_state(state):
    score = 0
    n_stacks = len(state)
    
    for i in range(n_stacks):
        stack = state[i]
        n = len(stack)
        for j in range(n - 1):
            if stack[j] != 0:
                for k in range(j + 1, n):
                    if stack[k] != 0 and stack[j] > stack[k]:
                        score += (n - j) * (stack[j] - stack[k])
    
    return  score
",0.88128,Premarshalling,False
pop_0_op_e2_n16_250815_130509,premarshalling_astar,results_20250815_092046_multibay_reshuffle_astar_qwen25coder32b_ueTrue_uiFalse_uitypeNone,program_pop_0_op_e2_n16_250815_130509.json,e2,"The heuristic calculates the score based on the weighted sum of distances from each load to its target position, with weights determined by the depth of the stack positions and the frequency of each load type, guiding the search towards resolving deeper and more frequent issues earlier.}
","def score_state(state):
    n_lanes = len(state)
    n_slots = len(state[0]) if state else 0
    total_loads = sum(value > 0 for lane in state for value in lane)
    load_frequency = {}
    
    # Calculate frequency of each load type
    for lane in state:
        for value in lane:
            if value > 0:
                load_frequency[value] = load_frequency.get(value, 0) + 1
    
    score = 0
    
    for i in range(n_lanes):
        for j in range(n_slots):
            value = state[i][j]
            if value > 0:
                target_position = (value - 1) % n_slots
                depth_weight = (n_slots - j) / n_slots
                frequency_weight = load_frequency[value] / total_loads
                score += abs(j - target_position) * depth_weight * frequency_weight
    
    return  score
",10.69957,Premarshalling,False
pop_0_op_e2_n17_250815_130509,premarshalling_astar,results_20250815_092046_multibay_reshuffle_astar_qwen25coder32b_ueTrue_uiFalse_uitypeNone,program_pop_0_op_e2_n17_250815_130509.json,e2,"The heuristic calculates the score based on the sum of distances each load must travel to its final position in a sorted stack, scaled by the height of the stack to prioritize loads that are further from their correct place in deeper stacks.
","def score_state(state):
    score = 0
    for stack in state:
        non_zero_stack = [item for item in stack if item != 0]
        n = len(non_zero_stack)
        sorted_stack = sorted(non_zero_stack)
        max_height = max(len(stack) for stack in state)
        for i in range(n):
            correct_index = sorted_stack.index(non_zero_stack[i])
            score += abs(i - correct_index) * (max_height - i)
    return  score
",1.2692,Premarshalling,False
pop_0_op_e2_n18_250815_130509,premarshalling_astar,results_20250815_092046_multibay_reshuffle_astar_qwen25coder32b_ueTrue_uiFalse_uitypeNone,program_pop_0_op_e2_n18_250815_130509.json,e2,"The heuristic calculates the score based on the sum of the product of the distance from each load to its target position and the number of loads that need to be moved out of the way, adjusted by the total number of non-zero items in the state.
","def score_state(state):
    score = 0
    n_lanes = len(state)
    n_slots = len(state[0]) if state else 0
    total_loads = sum(value > 0 for lane in state for value in lane)
    
    for i in range(n_lanes):
        for j in range(n_slots):
            value = state[i][j]
            if value > 0:
                target_position = (value - 1) % n_slots
                distance = abs(j - target_position)
                loads_above = sum(1 for k in range(n_lanes) for l in range(n_slots) 
                                  if state[k][l] != 0 and k == i and l >= j)
                score += (distance * (loads_above + 1)) / total_loads
    
    return  score
",10.7329,Premarshalling,False
pop_0_op_e2_n19_250815_130509,premarshalling_astar,results_20250815_092046_multibay_reshuffle_astar_qwen25coder32b_ueTrue_uiFalse_uitypeNone,program_pop_0_op_e2_n19_250815_130509.json,e2,"The heuristic calculates the score based on the cumulative penalty for each load being out of order, with penalties increasing linearly with the distance from the correct position and considering the depth of the item in its current stack.
","def score_state(state):
    score = 0
    n_lanes = len(state)
    n_slots = len(state[0]) if state else 0

    for i in range(n_lanes):
        lane = state[i]
        for j in range(n_slots - 1):
            if lane[j] > lane[j + 1]:
                distance = n_slots - j - 1
                score += (distance * (lane[j] - lane[j + 1])) + ((n_slots - j) * (lane[j] - lane[j + 1]))
    
    return  score
",0.71288,Premarshalling,False
pop_0_op_e2_n1_250815_130509,premarshalling_astar,results_20250815_092046_multibay_reshuffle_astar_qwen25coder32b_ueTrue_uiFalse_uitypeNone,program_pop_0_op_e2_n1_250815_130509.json,e2,"This heuristic calculates the score based on the maximum number of loads that need to be moved out of their correct positions across all lanes, aiming to prioritize states with fewer maximum displacements.
","def score_state(state):
    max_displacement = 0
    for stack in state:
        sorted_stack = sorted([item for item in stack if item != 0])
        current_displacement = sum(item != sorted_item for item, sorted_item in zip(stack, sorted_stack))
        max_displacement = max(max_displacement, current_displacement)
    return  max_displacement
",10.69957,Premarshalling,False
pop_0_op_e2_n2_250815_130509,premarshalling_astar,results_20250815_092046_multibay_reshuffle_astar_qwen25coder32b_ueTrue_uiFalse_uitypeNone,program_pop_0_op_e2_n2_250815_130509.json,e2,"The heuristic calculates the score based on the sum of penalties for each out-of-order load, where penalties are determined by the product of the load's value and its distance from all correctly ordered loads in the stack.
","def score_state(state):
    total_score = 0
    for stack in state:
        n = len(stack)
        for i in range(n - 1):
            if stack[i] > stack[i + 1]:
                correct_order_distance = sum(1 for j in range(i + 1, n) if stack[j] != 0 and stack[i] > stack[j])
                total_score += stack[i] * correct_order_distance
    return  total_score
",0.53407,Premarshalling,False
pop_0_op_e2_n3_250815_130509,premarshalling_astar,results_20250815_092046_multibay_reshuffle_astar_qwen25coder32b_ueTrue_uiFalse_uitypeNone,program_pop_0_op_e2_n3_250815_130509.json,e2,"The heuristic calculates the score based on the cumulative penalty for each load's incorrect position, where the penalty increases exponentially with the depth of the load in its stack and linearly with the distance from its correct lane, ensuring deeper loads contribute more significantly to the score.
","def score_state(state):
    score = 0
    n_stacks = len(state)
    for i in range(n_stacks):
        stack = state[i]
        for j in range(len(stack)):
            if stack[j] != 0:
                correct_stack_index = stack[j] - 1
                distance_to_correct_lane = abs(i - correct_stack_index)
                depth_penalty = pow(2, len(stack) - j - 1)
                score += distance_to_correct_lane * depth_penalty
    return  score
",3.08123,Premarshalling,False
pop_0_op_e2_n4_250815_130509,premarshalling_astar,results_20250815_092046_multibay_reshuffle_astar_qwen25coder32b_ueTrue_uiFalse_uitypeNone,program_pop_0_op_e2_n4_250815_130509.json,e2,"Heuristic scores the state by calculating the sum of absolute differences between the current lane configuration and its sorted version, scaled by the stack height to prioritize deeper disorganization.
","def score_state(state):
    score = 0
    for stack in state:
        n = len(stack)
        sorted_stack = sorted(stack, key=lambda x: (x == 0, x))
        for i in range(n):
            if stack[i] != sorted_stack[i]:
                score += abs(i - sorted_stack.index(stack[i])) * (n - i)
    return  score
",4.58107,Premarshalling,False
pop_0_op_e2_n5_250815_130509,premarshalling_astar,results_20250815_092046_multibay_reshuffle_astar_qwen25coder32b_ueTrue_uiFalse_uitypeNone,program_pop_0_op_e2_n5_250815_130509.json,e2,"The heuristic calculates the score based on the number of misplaced items and their cumulative distance from being sorted, with an emphasis on penalizing deeper positions more heavily than shallower ones to prioritize resolving issues in deeper stacks.
","def score_state(state):
    score = 0
    max_stack_height = max(len(stack) for stack in state)
    
    for stack in state:
        n = len(stack)
        sorted_stack = sorted([item for item in stack if item != 0])
        non_zero_indices = [i for i, item in enumerate(stack) if item != 0]
        
        for idx, correct_idx in zip(non_zero_indices, range(len(sorted_stack))):
            if stack[idx] != sorted_stack[correct_idx]:
                score += (n - idx) * (max_stack_height / n)
    
    return  score
",0.48275,Premarshalling,False
pop_0_op_e2_n6_250815_130509,premarshalling_astar,results_20250815_092046_multibay_reshuffle_astar_qwen25coder32b_ueTrue_uiFalse_uitypeNone,program_pop_0_op_e2_n6_250815_130509.json,e2,"The heuristic scores the state by calculating the sum of penalties for each out-of-order element, with penalties based on the depth of the element in its stack and the number of elements that need to be moved to bring it into order.
","def score_state(state):
    max_height = max(len(stack) for stack in state)
    score = 0
    for i, stack in enumerate(state):
        n = len(stack)
        for j in range(n - 1):
            if stack[j] > stack[j + 1]:
                # Penalty based on depth and number of elements to move
                penalty = (max_height - j) * (n - j - 1)
                score += penalty
    return  score
",1.26675,Premarshalling,False
pop_0_op_e2_n7_250815_130509,premarshalling_astar,results_20250815_092046_multibay_reshuffle_astar_qwen25coder32b_ueTrue_uiFalse_uitypeNone,program_pop_0_op_e2_n7_250815_130509.json,e2,"Heuristic scores the state by calculating the total number of inversions across all stacks, where each inversion contributes to the score based on the sum of positions of the involved elements, prioritizing deeper disorganization.
","def score_state(state):
    score = 0
    for stack in state:
        n = len(stack)
        for i in range(n - 1):
            for j in range(i + 1, n):
                if stack[i] > stack[j]:
                    score += (i + j + 2) * 1.0
    return  score
",0.7232,Premarshalling,False
pop_0_op_e2_n8_250815_130509,premarshalling_astar,results_20250815_092046_multibay_reshuffle_astar_qwen25coder32b_ueTrue_uiFalse_uitypeNone,program_pop_0_op_e2_n8_250815_130509.json,e2,"The heuristic calculates the score based on the sum of penalties for each load being out of order, where the penalty is determined by the square of the distance from the correct position, adjusted by the number of loads already in their correct position to encourage states with fewer misplaced containers closer to their target positions.
","def score_state(state):
    score = 0
    n_lanes = len(state)
    n_slots = len(state[0]) if state else 0
    total_correct = 0
    
    for i in range(n_lanes):
        lane = state[i]
        for j in range(n_slots):
            value = lane[j]
            if value > 0:
                target_position = (value - 1) % n_slots
                distance = abs(j - target_position)
                penalty = distance ** 2
                if j != target_position:
                    score += penalty
                else:
                    total_correct += 1
    
    return  score
",1.44927,Premarshalling,False
